quarter,kicox_industry,grade,ppi_level,component_id,ppi_item,ppi_index,ppi_index_n_months,ppi_index_complete_quarter,ppi_index_yoy_pct,note
2021Q1,철강,B,lv4,,철강1차제품,108.113333,3,True,,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2021Q2,기계,A,lv3,,기계및장비,100.17,3,True,,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2021Q2,목재종이,A,lv3,,목재및종이제품,111.333333,3,True,,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2021Q2,비금속,A,lv3,,비금속광물제품,103.573333,3,True,,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2021Q2,석유화학,C,lv3,c1,화학제품,113.403333,3,True,,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2021Q2,석유화학,C,lv3,c2,석탄및석유제품,136.663333,3,True,,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2021Q2,섬유의복,A,lv4,,섬유및의복,101.66,3,True,,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2021Q2,운송장비,A,lv3,,운송장비,101.056667,3,True,,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2021Q2,음식료,A,lv3,,음식료품,103.71,3,True,,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2021Q2,전기전자,C,lv3,c1,전기장비,105.306667,3,True,,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2021Q2,전기전자,C,lv3,c2,컴퓨터전자및광학기기,103.47,3,True,,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2021Q2,철강,B,lv4,,철강1차제품,121.863333,3,True,,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2021Q3,기계,A,lv3,,기계및장비,101.486667,3,True,,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2021Q3,목재종이,A,lv3,,목재및종이제품,114.23,3,True,,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2021Q3,비금속,A,lv3,,비금속광물제품,104.913333,3,True,,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2021Q3,석유화학,C,lv3,c1,화학제품,115.506667,3,True,,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2021Q3,석유화학,C,lv3,c2,석탄및석유제품,151.566667,3,True,,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2021Q3,섬유의복,A,lv4,,섬유및의복,102.826667,3,True,,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2021Q3,운송장비,A,lv3,,운송장비,101.48,3,True,,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2021Q3,음식료,A,lv3,,음식료품,105.286667,3,True,,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2021Q3,전기전자,C,lv3,c1,전기장비,105.94,3,True,,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2021Q3,전기전자,C,lv3,c2,컴퓨터전자및광학기기,103.796667,3,True,,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2021Q3,철강,B,lv4,,철강1차제품,137.29,3,True,,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2021Q4,기계,A,lv3,,기계및장비,103.18,3,True,,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2021Q4,목재종이,A,lv3,,목재및종이제품,116.19,3,True,,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2021Q4,비금속,A,lv3,,비금속광물제품,107.523333,3,True,,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2021Q4,석유화학,C,lv3,c1,화학제품,119.21,3,True,,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2021Q4,석유화학,C,lv3,c2,석탄및석유제품,173.363333,3,True,,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2021Q4,섬유의복,A,lv4,,섬유및의복,105.13,3,True,,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2021Q4,운송장비,A,lv3,,운송장비,101.716667,3,True,,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2021Q4,음식료,A,lv3,,음식료품,105.936667,3,True,,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2021Q4,전기전자,C,lv3,c1,전기장비,107.46,3,True,,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2021Q4,전기전자,C,lv3,c2,컴퓨터전자및광학기기,102.323333,3,True,,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2021Q4,철강,B,lv4,,철강1차제품,145.806667,3,True,,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q1,기계,A,lv3,,기계및장비,104.423333,3,True,4.590678,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q1,목재종이,A,lv3,,목재및종이제품,119.43,3,True,15.017174,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q1,비금속,A,lv3,,비금속광물제품,110.626667,3,True,9.639907,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q1,석유화학,C,lv3,c1,화학제품,122.956667,3,True,15.62598,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q1,석유화학,C,lv3,c2,석탄및석유제품,199.646667,3,True,63.555434,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q1,섬유의복,A,lv4,,섬유및의복,107.613333,3,True,7.35568,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q1,운송장비,A,lv3,,운송장비,102.53,3,True,1.847621,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q1,음식료,A,lv3,,음식료품,108.413333,3,True,5.631699,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q1,전기전자,C,lv3,c1,전기장비,110.23,3,True,7.72363,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q1,전기전자,C,lv3,c2,컴퓨터전자및광학기기,101.356667,3,True,0.889213,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q1,철강,B,lv4,,철강1차제품,147.056667,3,True,36.020842,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q2,기계,A,lv3,,기계및장비,105.783333,3,True,5.603807,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q2,목재종이,A,lv3,,목재및종이제품,121.983333,3,True,9.565868,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q2,비금속,A,lv3,,비금속광물제품,116.513333,3,True,12.493563,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q2,석유화학,C,lv3,c1,화학제품,130.773333,3,True,15.31701,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q2,석유화학,C,lv3,c2,석탄및석유제품,248.716667,3,True,81.992244,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q2,섬유의복,A,lv4,,섬유및의복,110.283333,3,True,8.482523,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q2,운송장비,A,lv3,,운송장비,102.883333,3,True,1.807567,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q2,음식료,A,lv3,,음식료품,112.093333,3,True,8.083438,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q2,전기전자,C,lv3,c1,전기장비,112.213333,3,True,6.558622,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q2,전기전자,C,lv3,c2,컴퓨터전자및광학기기,100.66,3,True,-2.715763,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q2,철강,B,lv4,,철강1차제품,158.686667,3,True,30.21691,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q3,기계,A,lv3,,기계및장비,107.476667,3,True,5.902253,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q3,목재종이,A,lv3,,목재및종이제품,123.153333,3,True,7.811725,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q3,비금속,A,lv3,,비금속광물제품,121.183333,3,True,15.508038,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q3,석유화학,C,lv3,c1,화학제품,128.4,3,True,11.162415,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q3,석유화학,C,lv3,c2,석탄및석유제품,235.113333,3,True,55.122059,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q3,섬유의복,A,lv4,,섬유및의복,111.496667,3,True,8.431665,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q3,운송장비,A,lv3,,운송장비,103.9,3,True,2.384706,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q3,음식료,A,lv3,,음식료품,115.946667,3,True,10.124739,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q3,전기전자,C,lv3,c1,전기장비,112.92,3,True,6.588635,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q3,전기전자,C,lv3,c2,컴퓨터전자및광학기기,100.2,3,True,-3.465108,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q3,철강,B,lv4,,철강1차제품,151.693333,3,True,10.491174,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q4,기계,A,lv3,,기계및장비,107.536667,3,True,4.222395,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q4,목재종이,A,lv3,,목재및종이제품,123.956667,3,True,6.684454,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q4,비금속,A,lv3,,비금속광물제품,123.586667,3,True,14.939393,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q4,석유화학,C,lv3,c1,화학제품,125.17,3,True,4.999581,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q4,석유화학,C,lv3,c2,석탄및석유제품,220.733333,3,True,27.324117,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q4,섬유의복,A,lv4,,섬유및의복,113.52,3,True,7.980595,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q4,운송장비,A,lv3,,운송장비,104.546667,3,True,2.782238,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q4,음식료,A,lv3,,음식료품,118.206667,3,True,11.582392,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q4,전기전자,C,lv3,c1,전기장비,115.123333,3,True,7.131336,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q4,전기전자,C,lv3,c2,컴퓨터전자및광학기기,98.79,3,True,-3.453106,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2022Q4,철강,B,lv4,,철강1차제품,147.12,3,True,0.900736,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q1,기계,A,lv3,,기계및장비,108.173333,3,True,3.591151,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q1,목재종이,A,lv3,,목재및종이제품,123.36,3,True,3.29063,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q1,비금속,A,lv3,,비금속광물제품,126.27,3,True,14.140653,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q1,석유화학,C,lv3,c1,화학제품,124.406667,3,True,1.179277,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q1,석유화학,C,lv3,c2,석탄및석유제품,194.72,3,True,-2.467693,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q1,섬유의복,A,lv4,,섬유및의복,114.696667,3,True,6.582208,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q1,운송장비,A,lv3,,운송장비,104.713333,3,True,2.129458,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q1,음식료,A,lv3,,음식료품,119.483333,3,True,10.210921,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q1,전기전자,C,lv3,c1,전기장비,117.646667,3,True,6.728356,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q1,전기전자,C,lv3,c2,컴퓨터전자및광학기기,95.553333,3,True,-5.725655,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q1,철강,B,lv4,,철강1차제품,145.413333,3,True,-1.117483,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q2,기계,A,lv3,,기계및장비,108.696667,3,True,2.754057,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q2,목재종이,A,lv3,,목재및종이제품,122.436667,3,True,0.371635,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q2,비금속,A,lv3,,비금속광물제품,127.9,3,True,9.772844,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q2,석유화학,C,lv3,c1,화학제품,123.893333,3,True,-5.261011,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q2,석유화학,C,lv3,c2,석탄및석유제품,180.94,3,True,-27.250553,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q2,섬유의복,A,lv4,,섬유및의복,115.886667,3,True,5.080852,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q2,운송장비,A,lv3,,운송장비,104.606667,3,True,1.675036,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q2,음식료,A,lv3,,음식료품,120.183333,3,True,7.2172,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q2,전기전자,C,lv3,c1,전기장비,118.143333,3,True,5.284577,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q2,전기전자,C,lv3,c2,컴퓨터전자및광학기기,94.74,3,True,-5.881184,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q2,철강,B,lv4,,철강1차제품,145.73,3,True,-8.164937,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q3,기계,A,lv3,,기계및장비,109.006667,3,True,1.423565,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q3,목재종이,A,lv3,,목재및종이제품,121.41,3,True,-1.415579,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
