wanted_auth_no,company,title,wage,region,cert,education,career,reg_date,due_date,detail_url
KF10792609110001,아름노인복지센터,(명서동) 재가 요양보호사 모집,"시급10,320 원 이상 ~ 10,320 원 이하",경남 창원시 의창구,[인증],,관계없음,26-09-11,26-09-24,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10792609110001
K131132609110019,국제엔지니어링,품질관리 담당자 모집,"연봉3,000 만원 이상",경남 창원시 의창구,[인증],,관계없음,26-09-11,26-11-10,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609110019
K131132609110018,삼원테크,CNC 가공품 현장 측정 검사원 모집,"시급10,320 원 이상",경남 창원시 의창구,[인증],,신입,26-09-11,26-11-10,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609110018
KEC0132609110005,남부건업(주),아파트 미화원 모집 [창원 신월 센트럴아이파크],"시급10,320 원 이상 ~ 10,320 원 이하",경남 창원시 성산구,[인증],,관계없음,26-09-11,26-11-10,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KEC0132609110005
K131132609110017,해룡공업,선별포장 단순작업자 구인,"시급10,320 원 이상",경남 창원시 진해구,[인증],,관계없음,26-09-11,26-11-10,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609110017
K131132609110016,최매해,농업 단순노무자 채용,"시급10,320 원 이상",경남 창원시 의창구,[인증],,관계없음,26-09-11,26-11-10,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609110016
K131132609110015,(주)세진정공,"품질검사원 (파이프스풀, 유니트) 신입 및 경력 모집","연봉3,150 만원 이상",경남 창원시 진해구,[인증],,관계없음,26-09-11,26-10-11,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609110015
K131132609110014,대명,생산직사원모집,월급300 만원 이상 ~ 400 만원 이하,경남 창원시 의창구,[인증],,경력 1년 3개월,26-09-11,26-09-25,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609110014
K131132609110013,호은테크,"기계부품 조립,및 검사모집","시급10,320 원 이상",경남 창원시 성산구,[인증],,관계없음,26-09-11,26-09-25,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609110013
K131132609110011,케이제이테크,자동차 부품 풀리 검사 및 조립원,"시급10,320 원 이상",경남 창원시 의창구,[인증],,관계없음,26-09-11,26-11-10,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609110011
K131132609110010,한영정밀(주),품질사무원 방산 [경력직] 모집,월급350 만원 이상,경남 창원시 의창구,[인증],,경력 3년,26-09-11,26-09-25,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609110010
K131132609110009,성신메카텍 주식회사,[생산관리] 신규 인원 채용,"시급10,320 원 이상",경남 창원시 의창구,[인증],,관계없음,26-09-11,26-11-10,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609110009
K131132609110008,주식회사덕보테크,생산관리 담당자 모집,"연봉3,800 만원 이상 ~ 4,300 만원 이하",경남 창원시 의창구,[인증],,경력 1년,26-09-11,26-10-10,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609110008
K131132609110007,주식회사덕보테크,"연마(원통,내외경) 작업자 경력직 모집","시급12,000 원 이상 ~ 15,000 원 이하",경남 창원시 의창구,[인증],,경력 5년,26-09-11,26-10-10,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609110007
KEC0132609110002,건영테크주식회사,생산관리 및 구매업무 담당자 모집,월급270 만원 이상,경남 창원시 성산구,[인증],,관계없음,26-09-11,26-10-10,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KEC0132609110002
KEC0132609110001,누림재가복지센터,누림재가복지센터 사회복지사님 모십니다.,월급220 만원 이상 ~ 235 만원 이하,경남 창원시 의창구,[인증],,경력 1년,26-09-11,26-10-10,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KEC0132609110001
KF10532609110001,주식회사 윈테크,[삼성전기협력사] 반도체 설비OP 모집/ 통근버스운행,"시급10,460 원 이상",경남 창원시 진해구,[인증],,관계없음,26-09-11,26-09-27,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10532609110001
K131132609110005,주식회사 대성건설,캐드원 채용,월급230 만원 이상,경남 창원시 의창구,[인증],,관계없음,26-09-11,26-11-09,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609110005
K131132609110003,국제정밀,생산직 [MCT 가공] 모집,"시급13,000 원 이상 ~ 13,500 원 이하",경남 창원시 의창구,[인증],,경력 2년,26-09-11,26-11-10,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609110003
K131132609110002,모젠코리아,모터 및 발전기 관련 제품 생산,"시급10,320 원 이상",경남 창원시 의창구,[인증],,관계없음,26-09-11,26-11-09,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609110002
K131132609110001,가온테크,"세탁기, 건조기 개발 연구원 모집","시급10,500 원 이상",경남 창원시 성산구,[인증],,관계없음,26-09-11,26-11-10,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609110001
KJSA002609100044,주식회사 뮤즈블라썸,[9/16 경남일자리종합박람회 직접참여] 주식회사 뮤즈블라썸_음원생성 및 관리,"연봉2,600 만원 이상",경남 창원시 의창구,[인증],,경력  6개월,26-09-10,26-09-24,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KJSA002609100044
K131132609100057,"주식회사지디씨(G.D.C.Co.,Ltd.)",물류센터 제품 스티커 부착 작업 정직원 모집,"연봉2,828 만원 이상 ~ 2,828 만원 이하",경남 창원시 진해구,[인증],,관계없음,26-09-10,26-11-09,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100057
KJSA002609100043,주식회사 뮤즈블라썸,[9/16 경남일자리종합박람회 직접참여] 주식회사 뮤즈블라썸_데이터/보고서관리 및 웹모니터링,"연봉2,600 만원 이상",경남 창원시 의창구,[인증],,경력  6개월,26-09-10,26-09-24,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KJSA002609100043
K131132609100055,(유)진해주류판매상사,배송 납품 사원 모집,"연봉3,700 만원 이상 ~ 4,000 만원 이하",경남 창원시 진해구,[인증],,경력 1년,26-09-10,26-09-25,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100055
K131132609100054,신항내과의원,"간호조무사, 간호사 모집",월급216 만원 이상,경남 창원시 진해구,[인증],,경력 1년,26-09-10,26-11-09,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100054
K131132609100053,늘푸른어르신주야간보호센터,**주간보호센터 사회복지사 구인**,월급216 만원 이상 ~ 216 만원 이하,경남 창원시 진해구,[인증],,관계없음,26-09-10,26-11-09,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100053
K131132609100052,신항내과의원,임상병리사 구함,"연봉2,900 만원 이상",경남 창원시 진해구,[인증],,경력 1년,26-09-10,26-11-09,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100052
K131132609100051,(주)대진고속관광,일반관광 / 통근 / 셔틀 버스 운전기사 모집합니다.,월급220 만원 이상 ~ 220 만원 이하,경남 창원시 진해구,[인증],,경력 1년,26-09-10,26-11-09,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100051
K131132609100050,주식회사 엘소 창원공장,물류(지게차)관리자 모집,"시급11,000 원 이상",경남 창원시 성산구,[인증],,관계없음,26-09-10,26-09-25,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100050
K131132609100049,성협나노텍,와이어컷팅부서 사원 및 관리자 모집,"연봉4,000 만원 이상 ~ 5,500 만원 이하",경남 창원시 의창구,[인증],,경력 1년,26-09-10,26-09-26,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100049
K151222609100060,(주)미래도시건설,부산신항 현장 토목 공무 모집합니다.,월급400 만원 이상 ~ 700 만원 이하,경남 창원시 진해구,[인증],,경력 5년,26-09-10,26-09-30,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K151222609100060
KF10532609100005,주식회사 비에스씨,pcb마스킹 & 코팅 및 조립 생산직 모집[방산업체/팔용동],"시급10,320 원 이상 ~ 10,320 원 이하",경남 창원시 의창구,[인증],,경력 1년,26-09-10,26-11-09,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10532609100005
KF10532609100004,파워솔루션 주식회사,방산 및 수소연료전지용 [케이블 하네스 생산업무]를 담당하는 인재를 모집합니다.,월급230 만원 이상 ~ 260 만원 이하,경남 창원시 성산구,[인증],,관계없음,26-09-10,26-09-18,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10532609100004
KF10532609100003,파워솔루션 주식회사,사업관리 및 자재관리자 담당자 모집,월급230 만원 이상 ~ 260 만원 이하,경남 창원시 성산구,[인증],,경력 1년,26-09-10,26-09-18,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10532609100003
K131132609100048,우주기전(주),품질부서 직원(자동차부품),"연봉3,200 만원 이상 ~ 3,500 만원 이하",경남 창원시 의창구,[인증],,경력 1년,26-09-10,26-09-30,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100048
K161142609100007,수퍼빈 주식회사,[수퍼빈] 김해 압축장 생산직 정규직 (지게차 필수),"시급11,060 원 이상 ~ 11,060 원 이하",경남 창원시 의창구,[인증],,관계없음,26-09-10,26-11-09,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K161142609100007
KEC0132609100003,창원영호노인요양원,노인요양시설 요양보호사 모집,월급216 만원 이상 ~ 216 만원 이하,경남 창원시 의창구,[인증],,관계없음,26-09-10,26-11-09,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KEC0132609100003
K131132609100046,(주)금아금속,레이저 절단 및 프레스 절곡 경력사원 모집,"연봉4,400 만원 이상",경남 창원시 성산구,[인증],,경력 5년,26-09-10,26-11-09,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100046
K131132609100045,에이스튜브,에이스튜브 - HD현대마린엔진 내 엔진 배관조립 경력자를 모집합니다.,"시급15,000 원 이상",경남 창원시 성산구,[인증],,경력 3년,26-09-10,26-09-24,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100045
K131132609100044,호운전기,HD현대마린엔진 내 호운전기 전장(전로) 구인(신입가능),"시급11,000 원 이상",경남 창원시 성산구,[인증],,관계없음,26-09-10,26-09-24,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100044
K131132609100043,영동테크(YDTECH),머시닝 센터 가공 인원 모집,"연봉4,500 만원 이상 ~ 6,000 만원 이하",경남 창원시 성산구,[인증],,관계없음,26-09-10,26-09-24,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100043
KJSA002609100034,에스지솔루션(주),[9/16 경남일자리종합박람회 직접참여] 에스지솔루션(주)_총무,"연봉2,600 만원 이상",경남 창원시 성산구,[인증],,경력 3년,26-09-10,26-09-24,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KJSA002609100034
K131132609100042,주식회사 태광파인텍,뛰어난 생산 관리 전문가를 찾습니다.,월급216 만원 이상,경남 창원시 성산구,[인증],,관계없음,26-09-10,26-09-30,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100042
KJSA002609100033,에스지솔루션(주),[9/16 경남일자리종합박람회 직접참여] 에스지솔루션(주)_품질,"연봉2,600 만원 이상",경남 창원시 성산구,[인증],,관계없음,26-09-10,26-09-24,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KJSA002609100033
K131132609100041,태원,[기계설계] 설계 사원 모집(경력/신입 ),"연봉3,600 만원 이상",경남 창원시 성산구,[인증],,경력 2년,26-09-10,26-11-01,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100041
K131132609100040,부광정밀공업(주),자동차부품 가공 조작원,"시급10,320 원 이상 ~ 10,320 원 이하",경남 창원시 의창구,[인증],,관계없음,26-09-10,26-11-09,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100040
KJSA002609100032,에스지솔루션(주),[9/16 경남일자리종합박람회 직접참여] 에스지솔루션(주)_생산,"연봉2,600 만원 이상",경남 창원시 성산구,[인증],,관계없음,26-09-10,26-09-24,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KJSA002609100032
K131132609100037,월드에너지솔루션(주),"경영본부(인사,노무,재무,회계,안전 등) 부서장을 모십니다.","연봉5,000 만원 이상 ~ 5,500 만원 이하",경남 창원시 의창구,[인증],,경력 25년,26-09-10,26-10-09,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100037
K131132609100036,고려메탈주식회사,"단조기 조작원, 단열공, 호이스트 운전원을 모집합니다.","시급10,320 원 이상",경남 창원시 성산구,[인증],,신입,26-09-10,26-09-30,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100036
K131132609100035,주식회사코만,"조립, 호스조립 신입사원 모집","시급11,380 원 이상 ~ 11,380 원 이하",경남 창원시 의창구,[인증],,신입,26-09-10,26-10-09,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100035
K131132609100034,신한밸브주식회사,신한밸브 - 성형 연마 모집,"시급12,000 원 이상",경남 창원시 성산구,[인증],,관계없음,26-09-10,26-09-25,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100034
K131132609100033,남흥정밀,"MCT,CNC 운용가능자  모집(치수보정가능자 환영)","시급10,320 원 이상 ~ 11,000 원 이하",경남 창원시 의창구,[인증],,관계없음,26-09-10,26-10-23,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100033
KJSA002609100031,에스지솔루션(주),[9/16 경남일자리종합박람회 직접참여] 에스지솔루션(주)_영업,"연봉2,600 만원 이상",경남 창원시 성산구,[인증],,관계없음,26-09-10,26-09-24,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KJSA002609100031
K131132609100032,(주)미트벨리,(주)미트벨리 생산 및 포장직 정직원 모집(주간조),월급238 만원 이상,경남 창원시 진해구,[인증],,관계없음,26-09-10,26-11-09,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100032
K131132609100031,신한밸브주식회사,신한밸브 - 프레스 금형 관리 및 보수직 모집,"시급12,000 원 이상",경남 창원시 성산구,[인증],,관계없음,26-09-10,26-09-25,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100031
KJSA002609100030,에스지솔루션(주),[9/16 경남일자리종합박람회 직접참여] 에스지솔루션(주)_연구원,"연봉2,600 만원 이상",경남 창원시 성산구,[인증],,관계없음,26-09-10,26-09-24,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KJSA002609100030
K180332609100019,（주）케이알산업,창원부산간도로 불모산터널 요금소 징수원(계약직) 채용,"시급10,320 원 이상 ~ 10,320 원 이하",경남 창원시 성산구,[인증],,관계없음,26-09-10,26-11-08,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K180332609100019
K131132609100030,디티케이(주),식품제조업체 포장사원 모집,"시급10,320 원 이상 ~ 10,630 원 이하",경남 창원시 성산구,[인증],,경력  1개월,26-09-10,26-09-28,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100030
K131132609100028,(주)파잇츠,스마트 공정 자동제어 엔지니어 모집,"연봉2,800 만원 이상 ~ 4,000 만원 이하",경남 창원시 성산구,[인증],,관계없음,26-09-10,26-11-09,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100028
KEC0132609100002,주식회사화인텍,자동차 부품 단순생산직 모집,"시급10,320 원 이상 ~ 10,320 원 이하",경남 창원시 성산구,[인증],,관계없음,26-09-10,26-10-09,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KEC0132609100002
K131132609100027,다은 데이케어센터,다은데이케어센터 노인주간보호센터 조리원 모집,월급216 만원 이상 ~ 216 만원 이하,경남 창원시 성산구,[인증],,경력 1년,26-09-10,26-11-09,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100027
K131132609100025,（주）유니온,경리 회계 사무원 모집 [정규직/경력무관],"연봉2,760 만원 이상 ~ 2,940 만원 이하",경남 창원시 의창구,[인증],,관계없음,26-09-10,26-10-09,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100025
K131132609100024,소답노인요양센터,소답노인요양센터 요양보호사 채용공고,월급223 만원 이상 ~ 226 만원 이하,경남 창원시 의창구,[인증],,관계없음,26-09-10,26-11-09,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100024
KJSA002609100021,한국맥도날드유한회사,[9/16 경남일자리종합박람회 직접참여] (유)한국맥도날드_창원사파DT점 직원,"시급10,320 원 이상",경남 창원시 성산구,[인증],,관계없음,26-09-10,26-09-24,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KJSA002609100021
KJSA002609100020,한국맥도날드유한회사,[9/16 경남일자리종합박람회 직접참여] (유)한국맥도날드_창원역DT점 직원,"시급10,320 원 이상",경남 창원시 의창구,[인증],,관계없음,26-09-10,26-09-24,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KJSA002609100020
KJSA002609100019,한국맥도날드유한회사,[9/16 경남일자리종합박람회 직접참여] (유)한국맥도날드_창원시티세븐점 직원,"시급10,320 원 이상",경남 창원시 성산구,[인증],,관계없음,26-09-10,26-09-24,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KJSA002609100019
K131132609100022,(주)삼기코아,성형연삭 경력사원 모집,"시급12,000 원 이상 ~ 16,000 원 이하",경남 창원시 의창구,[인증],,경력 1년,26-09-10,26-11-09,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100022
K131132609100021,다은 데이케어센터,노인주간보호센터 사회복지사 구인 공고,월급216 만원 이상 ~ 216 만원 이하,경남 창원시 성산구,[인증],,관계없음,26-09-10,26-11-09,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100021
K131312609100022,주식회사더식탁,창원 단체급식 조리실장 구인,월급270 만원 이상 ~ 350 만원 이하,경남 창원시 의창구,[인증],,경력 3년,26-09-10,26-11-02,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131312609100022
KJSA002609100016,고려정밀공업(주),[9/16 경남일자리종합박람회 직접참여] 고려정밀공업(주)_품질,"연봉3,100 만원 이상",경남 창원시 의창구,[인증],,관계없음,26-09-10,26-09-24,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KJSA002609100016
KJSA002609100015,고려정밀공업(주),[9/16 경남일자리종합박람회 직접참여] 고려정밀공업(주)_연구,"연봉3,100 만원 이상",경남 창원시 의창구,[인증],,관계없음,26-09-10,26-09-24,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KJSA002609100015
K131132609100019,태인정밀,생산관리 사원 모집 (납품영업 포함),"연봉4,200 만원 이상",경남 창원시 의창구,[인증],,경력 3년,26-09-10,26-10-09,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100019
K131132609100018,태인정밀,생산직 사원 모집[조립 및 사상],"연봉4,200 만원 이상",경남 창원시 의창구,[인증],,관계없음,26-09-10,26-10-09,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100018
K131132609100014,주식회사 삼양통상,"선용품 납품(운전직) 직원 채용 -경남창원,부산 사상구 사하구 강서구 (인근거주자) 우대-1톤트럭 출퇴근지원","연봉3,600 만원 이상",경남 창원시 진해구,[인증],,관계없음,26-09-10,26-09-24,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100014
K131132609100013,사단법인 신호등도움회,사회복지 회계담당 모집,월급216 만원 이상,경남 창원시 성산구,[인증],,경력 1년,26-09-10,26-09-24,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100013
K131132609100012,주식회사수경,레미콘 아스콘 영업 직원 채용,"연봉3,600 만원 이상 ~ 3,600 만원 이하",경남 창원시 진해구,[인증],,관계없음,26-09-10,26-09-24,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100012
K131132609100011,정다운 사회적협동조합,정다운 발달장애인 주간활동센터 제공인력(사회복지사) 모집,월급216 만원 이상,경남 창원시 진해구,[인증],,신입,26-09-10,26-09-24,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100011
K131132609100010,주식회사 삼사이엔지,조선업 발판 설치 및 해체 작업자 모집,"일급130,000 원 이상",경남 창원시 진해구,[인증],,관계없음,26-09-10,26-10-31,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100010
K131132609100009,김명용,채소 재배 단순노무자,"시급10,320 원 이상",경남 창원시 의창구,[인증],,관계없음,26-09-10,26-11-09,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100009
K131132609100008,대명산업주식회사,단조 생산사원 모집 - 베어링 제조,"시급10,320 원 이상",경남 창원시 성산구,[인증],,경력 1년,26-09-10,26-11-09,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100008
K131132609100007,주식회사 삼사이엔지,조선소 발판 자재관리 모집,"일급130,000 원 이상 ~ 140,000 원 이하",경남 창원시 진해구,[인증],,관계없음,26-09-10,26-10-31,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100007
K131132609100006,주식회사 태양에스씨알,[창원/연봉협의] 가전제품 제조업 품질팀 팀장급 채용,"연봉3,900 만원 이상 ~ 4,300 만원 이하",경남 창원시 성산구,[인증],,경력 2년,26-09-10,26-11-09,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100006
KF10912609100003,(주)제이에이치관리,[창원] 강림중공업(주) 경비 업무,월급242 만원 이상,경남 창원시 성산구,[인증],,관계없음,26-09-10,26-10-20,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10912609100003
K131132609100004,주식회사경남안전기술단,산업안전관리자 채용,월급270 만원 이상 ~ 350 만원 이하,경남 창원시 의창구,[인증],,경력 2년,26-09-10,26-09-24,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100004
K131132609100003,영창이엔지주식회사,물류팀 납품준비 및 납품기사 모집합니다.,"시급11,500 원 이상 ~ 12,500 원 이하",경남 창원시 의창구,[인증],,경력 5년,26-09-10,26-09-24,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100003
K131132609100002,영창이엔지주식회사,영창이엔지에서 CNC선반 조작원 모집합니다.,"시급12,000 원 이상 ~ 14,000 원 이하",경남 창원시 의창구,[인증],,경력 5년,26-09-10,26-09-24,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100002
K131132609100001,（주）동원에프앤비창원공장,기계유지보수,"연봉4,100 만원 이상",경남 창원시 성산구,[인증],,경력 5년,26-09-10,26-11-09,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100001
KJSA002609090073,(주)동구기업,[9/16 경남일자리종합박람회 직접참여] (주)동구기업_품질,"시급10,320 원 이상 ~ 11,000 원 이하",경남 창원시 성산구,[인증],,관계없음,26-09-09,26-09-23,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KJSA002609090073
KJSA002609090072,(주)동구기업,[9/16 경남일자리종합박람회 직접참여] (주)동구기업_금형조립,"시급10,320 원 이상 ~ 11,000 원 이하",경남 창원시 성산구,[인증],,관계없음,26-09-09,26-09-23,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KJSA002609090072
