quarter,quarter_end,complex_nm,complex_type,industry,production,employment,op_rate_official,op_rate_approx,firms_in,firms_op,production_yoy,employment_yoy,production_yoy_valid,employment_yoy_valid,quadrant_yoy_valid,review_required,classification_break,production_source,employment_source,op_rate_source,firms_in_source,firms_op_source,production_is_revised,employment_is_revised,op_rate_is_revised,firms_in_is_revised,firms_op_is_revised,production_masked,employment_masked,op_rate_masked,firms_in_masked,firms_op_masked,production_invalid_source,employment_invalid_source,op_rate_invalid_source,firms_in_invalid_source,firms_op_invalid_source,production_note,employment_note,op_rate_note,firms_in_note,firms_op_note,employment_lag4,production_lag4,emp_delta,e_yoy,p_yoy,mfg_emp,mfg_emp_lag4,mfg_emp_yoy,E,P,R,A,employment_share_pct,mfg_emp_delta,net_gross_ratio,contribution_pct,state,run_length,transition_type,previous_state,production_yoy_reason,production_current_missing,production_lag4_missing,employment_yoy_reason,data_quality_core_missing,data_quality_production_missing,datarev,E_entry,E_up,R_entry,R_up,A_entry,A_up,P_support,n_entry,n_up,emp_entry,emp_up,data_quality_previous_signal_unknown,persist,scale_ok,scale_threshold,stage,stage_reason,data_quality_minimum_only,prod_only_decline,check_question,first_owner,rank_in_stage,scale_flag,q1_state,q1_question_route,q2_employment_delta,q2_employment_yoy,q2_employment_share,q2_contribution,q2_same_stage_rank,q3_state_run_length,q3_transition,q3_repeated_signal,signal_e,signal_r,signal_a,signal_p,decision_scale_gate,decision_stage,decision_reason,q1_state_label,decision_entry_trigger,decision_reinforcement,next_review_quarter
2023Q1,2023-03-31,창원,국가,목재종이,68.37,258.0,,61.78714647068784,44.0,39.0,-49.38055281092698,-3.3707865168539297,True,True,True,True,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 월별 3개월 합,보정본: 월별: 분기말 값,보정본: 월별 단순평균(근사),보정본: 월별: 분기말 값,보정본: 월별: 분기말 값,267.0,135.06666666,-9.0,-3.3707865168539297,-49.38055281092698,113723.0,117294.0,-3.0444865039985003,3.3707865168539297,49.38055281092698,0.3263000128554294,0.007913966392022721,0.22686703657131801,-3571.0,0.3711672383328136,0.2520302436292355,S4,2.0,S4->S4,S4,valid,False,False,valid,False,False,False,False,False,False,False,False,False,True,0,0,False,False,False,False,False,300,관찰,고용 축 진입신호 없음 (생산 49.4% 단독 감소 — 확인질문에 반영),False,True,수주잔량·가동률·휴업/감산·기업 수 변동·고용조정 계획 신고 여부를 확인한다(원인 후보이며 입증된 원인이 아님).,기업지원 기능 + 고용지원 기능,2,규모기준 미만,S4,수주잔량·가동률·휴업/감산·기업 수 변동·고용조정 계획 신고 여부를 확인한다(원인 후보이며 입증된 원인이 아님).,-9.0,-3.3707865168539297,0.22686703657131801,0.2520302436292355,2,2.0,S4 → S4,False,3.3707865168539297,0.3263000128554294,0.007913966392022721,49.38055281092698,False,관찰,고용 축 진입신호 없음 (생산 49.4% 단독 감소 — 확인질문에 반영),생산↓·고용↓,없음,생산,2023Q2
2023Q1,2023-03-31,창원,국가,비금속,152.485,256.0,,53.51662951983209,5.0,5.0,31.799127014996344,-2.661596958174905,True,True,True,False,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 월별 3개월 합,보정본: 월별: 분기말 값,보정본: 월별 단순평균(근사),보정본: 월별: 분기말 값,보정본: 월별: 분기말 값,263.0,115.695,-7.0,-2.6615969581749055,31.799127014996344,113723.0,117294.0,-3.0444865039985003,2.6615969581749055,0.0,0.0,0.006155307193795451,0.22510837737309075,-3571.0,0.3711672383328136,0.19602352282273874,S2,5.0,S2->S2,S2,valid,False,False,valid,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,300,관찰,고용 축 진입신호 없음,False,False,"자동화·설비투자, 외주·도급 전환, 미충원·숙련 불일치, 직무구조 변화 가능성을 질문으로 확인한다(원인 후보이며 입증된 원인이 아님).",고용·훈련 기능 + 기업지원 기능,3,규모기준 미만,S2,"자동화·설비투자, 외주·도급 전환, 미충원·숙련 불일치, 직무구조 변화 가능성을 질문으로 확인한다(원인 후보이며 입증된 원인이 아님).",-7.0,-2.6615969581749055,0.22510837737309075,0.19602352282273874,3,5.0,S2 → S2,False,2.6615969581749055,0.0,0.006155307193795451,0.0,False,관찰,고용 축 진입신호 없음,생산↑·고용↓,없음,확인된 보강 없음,2023Q2
2023Q1,2023-03-31,창원,국가,석유화학,871.9124999999999,624.0,,60.95741049013469,44.0,41.0,68.6169252577779,22.83464566929134,True,True,True,True,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 월별 3개월 합,보정본: 월별: 분기말 값,보정본: 월별 단순평균(근사),보정본: 월별: 분기말 값,보정본: 월별: 분기말 값,508.0,517.0966667,116.0,22.83464566929134,68.6169252577779,113723.0,117294.0,-3.0444865039985003,0.0,0.0,0.0,0.0,0.5487016698469087,-3571.0,0.3711672383328136,-3.2483898067768138,S1,5.0,S1->S1,S1,valid,False,False,valid,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,True,300,관찰,고용 축 진입신호 없음,False,False,미충원·숙련수요·증가의 지속가능성을 확인한다.,고용·훈련 기능,4,,S1,미충원·숙련수요·증가의 지속가능성을 확인한다.,116.0,22.83464566929134,0.5487016698469087,-3.2483898067768138,4,5.0,S1 → S1,False,0.0,0.0,0.0,0.0,True,관찰,고용 축 진입신호 없음,생산↑·고용↑,없음,확인된 보강 없음,2023Q2
2023Q1,2023-03-31,창원,국가,섬유의복,7.105,53.0,,100.0,8.0,7.0,373.66666666666674,35.897435897435905,True,True,True,True,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 월별 3개월 합,보정본: 월별: 분기말 값,보정본: 월별 단순평균(근사),보정본: 월별: 분기말 값,보정본: 월별: 분기말 값,39.0,1.5,14.0,35.897435897435905,373.66666666666674,113723.0,117294.0,-3.0444865039985003,0.0,0.0,0.0,0.0,0.046604468753022696,-3571.0,0.3711672383328136,-0.3920470456454775,S1,2.0,S1->S1,S1,valid,False,False,valid,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,300,관찰,고용 축 진입신호 없음,False,False,미충원·숙련수요·증가의 지속가능성을 확인한다.,고용·훈련 기능,5,규모기준 미만,S1,미충원·숙련수요·증가의 지속가능성을 확인한다.,14.0,35.897435897435905,0.046604468753022696,-0.3920470456454775,5,2.0,S1 → S1,False,0.0,0.0,0.0,0.0,False,관찰,고용 축 진입신호 없음,생산↑·고용↑,없음,확인된 보강 없음,2023Q2
2023Q1,2023-03-31,창원,국가,운송장비,36202.67666263637,16916.0,,92.48257670235238,245.0,242.0,34.689526092846926,9.135483870967745,True,True,True,False,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 월별 3개월 합,보정본: 월별: 분기말 값,보정본: 월별 단순평균(근사),보정본: 월별: 분기말 값,보정본: 월별: 분기말 값,15500.0,26878.613143,1416.0,9.135483870967743,34.689526092846926,113723.0,117294.0,-3.0444865039985003,0.0,0.0,0.0,0.0,14.874739498606262,-3571.0,0.3711672383328136,-39.652758330999724,S1,2.0,S1->S1,S1,valid,False,False,valid,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,True,300,관찰,고용 축 진입신호 없음,False,False,미충원·숙련수요·증가의 지속가능성을 확인한다.,고용·훈련 기능,6,,S1,미충원·숙련수요·증가의 지속가능성을 확인한다.,1416.0,9.135483870967743,14.874739498606262,-39.652758330999724,6,2.0,S1 → S1,False,0.0,0.0,0.0,0.0,True,관찰,고용 축 진입신호 없음,생산↑·고용↑,없음,확인된 보강 없음,2023Q2
2023Q1,2023-03-31,창원,국가,음식료,1561.18,859.0,,89.11143911324119,8.0,5.0,34.716876930776785,17.189631650750336,True,True,True,True,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 월별 3개월 합,보정본: 월별: 분기말 값,보정본: 월별 단순평균(근사),보정본: 월별: 분기말 값,보정본: 월별: 분기말 값,733.0,1158.86,126.0,17.189631650750336,34.716876930776806,113723.0,117294.0,-3.0444865039985003,0.0,0.0,0.0,0.0,0.7553441256386131,-3571.0,0.3711672383328136,-3.528423410809297,S1,5.0,S1->S1,S1,valid,False,False,valid,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,True,300,관찰,고용 축 진입신호 없음,False,False,미충원·숙련수요·증가의 지속가능성을 확인한다.,고용·훈련 기능,7,,S1,미충원·숙련수요·증가의 지속가능성을 확인한다.,126.0,17.189631650750336,0.7553441256386131,-3.528423410809297,7,5.0,S1 → S1,False,0.0,0.0,0.0,0.0,True,관찰,고용 축 진입신호 없음,생산↑·고용↑,없음,확인된 보강 없음,2023Q2
2023Q1,2023-03-31,창원,국가,전기전자,32541.05698775,28812.0,,75.42965424181767,577.0,544.0,3.621137158938215,4.927346225281326,True,True,True,False,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 월별 3개월 합,보정본: 월별: 분기말 값,보정본: 월별 단순평균(근사),보정본: 월별: 분기말 값,보정본: 월별: 분기말 값,27459.0,31403.87944,1353.0,4.927346225281326,3.6211371589382146,113723.0,117294.0,-3.0444865039985003,0.0,0.0,0.0,0.0,25.33524440966207,-3571.0,0.3711672383328136,-37.88854662559507,S1,1.0,S1->S1,S4,valid,False,False,valid,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,True,300,관찰,고용 축 진입신호 없음,False,False,미충원·숙련수요·증가의 지속가능성을 확인한다.,고용·훈련 기능,8,,S1,미충원·숙련수요·증가의 지속가능성을 확인한다.,1353.0,4.927346225281326,25.33524440966207,-37.88854662559507,8,1.0,S4 → S1,False,0.0,0.0,0.0,0.0,True,관찰,고용 축 진입신호 없음,생산↑·고용↑,없음,확인된 보강 없음,2023Q2
2023Q1,2023-03-31,창원,국가,철강,16124.712499999998,9115.0,,90.27035056580856,80.0,75.0,-11.352948554581854,-4.304461942257221,True,True,True,False,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 월별 3개월 합,보정본: 월별: 분기말 값,보정본: 월별 단순평균(근사),보정본: 월별: 분기말 값,보정본: 월별: 분기말 값,9525.0,18189.790001,-410.0,-4.304461942257221,-11.352948554581854,113723.0,117294.0,-3.0444865039985003,4.304461942257221,11.352948554581854,1.2599754382587203,0.36052513563659067,8.01508929592079,-3571.0,0.3711672383328136,11.48137776533184,S4,2.0,S4->S4,S4,valid,False,False,valid,False,False,False,False,False,False,False,False,False,True,0,0,False,False,False,False,True,300,관찰,고용 축 진입신호 없음 (생산 11.4% 단독 감소 — 확인질문에 반영),False,True,수주잔량·가동률·휴업/감산·기업 수 변동·고용조정 계획 신고 여부를 확인한다(원인 후보이며 입증된 원인이 아님).,기업지원 기능 + 고용지원 기능,1,,S4,수주잔량·가동률·휴업/감산·기업 수 변동·고용조정 계획 신고 여부를 확인한다(원인 후보이며 입증된 원인이 아님).,-410.0,-4.304461942257221,8.01508929592079,11.48137776533184,1,2.0,S4 → S4,False,4.304461942257221,1.2599754382587203,0.36052513563659067,11.352948554581854,True,관찰,고용 축 진입신호 없음 (생산 11.4% 단독 감소 — 확인질문에 반영),생산↓·고용↓,없음,생산,2023Q2
2023Q2,2023-06-30,창원,국가,기계,46779.95319025642,56736.0,,78.0547293009608,1530.0,1460.0,0.3889388995355292,-8.788965162451968,True,True,True,False,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 월별 3개월 합,보정본: 월별: 분기말 값,보정본: 월별 단순평균(근사),보정본: 월별: 분기말 값,보정본: 월별: 분기말 값,62203.0,46598.71267,-5467.0,-8.788965162451968,0.3889388995355292,113360.0,116848.0,-2.985074626865669,8.788965162451968,0.0,5.803890535586298,4.8226887791107975,50.049400141143266,-3488.0,0.42966247844296623,156.7373853211009,S2,1.0,S2->S4,S4,valid,False,False,valid,False,False,False,True,False,True,False,True,True,False,3,1,True,True,False,True,True,300,우선점검,고용감소 8.8%(진입경계 5% 통과) · 산단평균 대비 5.8%p 열위(진입경계 통과) · 산단 제조업 고용의 4.82% 감소(상위경계 2.0% 통과) → 보강: 직전 분기에도 진입신호(지속),False,False,"자동화·설비투자, 외주·도급 전환, 미충원·숙련 불일치, 직무구조 변화 가능성을 질문으로 확인한다(원인 후보이며 입증된 원인이 아님).",고용·훈련 기능 + 기업지원 기능,1,,S2,"자동화·설비투자, 외주·도급 전환, 미충원·숙련 불일치, 직무구조 변화 가능성을 질문으로 확인한다(원인 후보이며 입증된 원인이 아님).",-5467.0,-8.788965162451968,50.049400141143266,156.7373853211009,1,1.0,S4 → S2,True,8.788965162451968,5.803890535586298,4.8226887791107975,0.0,True,우선점검,고용감소 8.8%(진입경계 5% 통과) · 산단평균 대비 5.8%p 열위(진입경계 통과) · 산단 제조업 고용의 4.82% 감소(상위경계 2.0% 통과) → 보강: 직전 분기에도 진입신호(지속),생산↑·고용↓,E|R|A,반복,2023Q3
2023Q2,2023-06-30,창원,국가,기타,78.78250000000001,158.0,,65.89548700385443,25.0,23.0,-39.718035049375,-18.55670103092784,True,True,True,True,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 월별 3개월 합,보정본: 월별: 분기말 값,보정본: 월별 단순평균(근사),보정본: 월별: 분기말 값,보정본: 월별: 분기말 값,194.0,130.69000001,-36.0,-18.556701030927837,-39.718035049375,113360.0,116848.0,-2.985074626865669,18.556701030927837,39.718035049375,15.571626404062167,0.03175723359209598,0.13937896965419902,-3488.0,0.42966247844296623,1.0321100917431194,S4,6.0,S4->S4,S4,valid,False,False,valid,False,False,False,True,True,True,True,False,False,True,2,2,True,True,False,True,False,300,추가확인,고용감소 18.6%(상위경계 10% 통과) · 산단평균 대비 15.6%p 열위(상위경계 통과) [상위경계 통과했으나 고용 158인 < 300인으로 우선점검 제외],False,False,수주잔량·가동률·휴업/감산·기업 수 변동·고용조정 계획 신고 여부를 확인한다(원인 후보이며 입증된 원인이 아님).,기업지원 기능 + 고용지원 기능,1,규모기준 미만,S4,수주잔량·가동률·휴업/감산·기업 수 변동·고용조정 계획 신고 여부를 확인한다(원인 후보이며 입증된 원인이 아님).,-36.0,-18.556701030927837,0.13937896965419902,1.0321100917431194,1,6.0,S4 → S4,True,18.556701030927837,15.571626404062167,0.03175723359209598,39.718035049375,False,추가확인,고용감소 18.6%(상위경계 10% 통과) · 산단평균 대비 15.6%p 열위(상위경계 통과) [상위경계 통과했으나 고용 158인 < 300인으로 우선점검 제외],생산↓·고용↓,E|R,생산|반복,2023Q3
2023Q2,2023-06-30,창원,국가,목재종이,64.205,258.0,,71.8779736915757,44.0,39.0,-52.43016966733348,-3.3707865168539297,True,True,True,True,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 월별 3개월 합,보정본: 월별: 분기말 값,보정본: 월별 단순평균(근사),보정본: 월별: 분기말 값,보정본: 월별: 분기말 값,267.0,134.97,-9.0,-3.3707865168539297,-52.43016966733348,113360.0,116848.0,-2.985074626865669,3.3707865168539297,52.43016966733348,0.38571188998826056,0.007939308398023995,0.22759350741002118,-3488.0,0.42966247844296623,0.25802752293577985,S4,3.0,S4->S4,S4,valid,False,False,valid,False,False,False,False,False,False,False,False,False,True,0,0,False,False,False,False,False,300,관찰,고용 축 진입신호 없음 (생산 52.4% 단독 감소 — 확인질문에 반영),False,True,수주잔량·가동률·휴업/감산·기업 수 변동·고용조정 계획 신고 여부를 확인한다(원인 후보이며 입증된 원인이 아님).,기업지원 기능 + 고용지원 기능,2,규모기준 미만,S4,수주잔량·가동률·휴업/감산·기업 수 변동·고용조정 계획 신고 여부를 확인한다(원인 후보이며 입증된 원인이 아님).,-9.0,-3.3707865168539297,0.22759350741002118,0.25802752293577985,2,3.0,S4 → S4,False,3.3707865168539297,0.38571188998826056,0.007939308398023995,52.43016966733348,False,관찰,고용 축 진입신호 없음 (생산 52.4% 단독 감소 — 확인질문에 반영),생산↓·고용↓,없음,생산,2023Q3
2023Q2,2023-06-30,창원,국가,비금속,170.315,251.0,,56.23159505279668,5.0,5.0,24.113681909273097,-3.0888030888030937,True,True,True,False,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 월별 3개월 합,보정본: 월별: 분기말 값,보정본: 월별 단순평균(근사),보정본: 월별: 분기말 값,보정본: 월별: 분기말 값,259.0,137.225,-8.0,-3.0888030888030937,24.113681909273097,113360.0,116848.0,-2.985074626865669,3.0888030888030937,0.0,0.10372846193742458,0.007057163020465773,0.22141848976711365,-3488.0,0.42966247844296623,0.22935779816513763,S2,6.0,S2->S4,S2,valid,False,False,valid,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,300,관찰,고용 축 진입신호 없음,False,False,"자동화·설비투자, 외주·도급 전환, 미충원·숙련 불일치, 직무구조 변화 가능성을 질문으로 확인한다(원인 후보이며 입증된 원인이 아님).",고용·훈련 기능 + 기업지원 기능,3,규모기준 미만,S2,"자동화·설비투자, 외주·도급 전환, 미충원·숙련 불일치, 직무구조 변화 가능성을 질문으로 확인한다(원인 후보이며 입증된 원인이 아님).",-8.0,-3.0888030888030937,0.22141848976711365,0.22935779816513763,3,6.0,S2 → S2,False,3.0888030888030937,0.10372846193742458,0.007057163020465773,0.0,False,관찰,고용 축 진입신호 없음,생산↑·고용↓,없음,확인된 보강 없음,2023Q3
2023Q2,2023-06-30,창원,국가,석유화학,991.6875,625.0,,74.07561010908357,42.0,40.0,45.18449021597293,21.12403100775193,True,True,True,True,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 월별 3개월 합,보정본: 월별: 분기말 값,보정본: 월별 단순평균(근사),보정본: 월별: 분기말 값,보정본: 월별: 분기말 값,516.0,683.0533334,109.0,21.12403100775193,45.18449021597293,113360.0,116848.0,-2.985074626865669,0.0,0.0,0.0,0.0,0.5513408609738886,-3488.0,0.42966247844296623,-3.125,S1,6.0,S1->S1,S1,valid,False,False,valid,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,True,300,관찰,고용 축 진입신호 없음,False,False,미충원·숙련수요·증가의 지속가능성을 확인한다.,고용·훈련 기능,4,,S1,미충원·숙련수요·증가의 지속가능성을 확인한다.,109.0,21.12403100775193,0.5513408609738886,-3.125,4,6.0,S1 → S1,False,0.0,0.0,0.0,0.0,True,관찰,고용 축 진입신호 없음,생산↑·고용↑,없음,확인된 보강 없음,2023Q3
2023Q2,2023-06-30,창원,국가,섬유의복,8.975,44.0,,100.0,8.0,7.0,273.95833333333326,12.82051282051282,True,True,True,True,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 월별 3개월 합,보정본: 월별: 분기말 값,보정본: 월별 단순평균(근사),보정본: 월별: 분기말 값,보정본: 월별: 분기말 값,39.0,2.4000000000000004,5.0,12.82051282051282,273.95833333333326,113360.0,116848.0,-2.985074626865669,0.0,0.0,0.0,0.0,0.03881439661256175,-3488.0,0.42966247844296623,-0.143348623853211,S1,3.0,S1->N,S1,valid,False,False,valid,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,300,관찰,고용 축 진입신호 없음,False,False,미충원·숙련수요·증가의 지속가능성을 확인한다.,고용·훈련 기능,5,규모기준 미만,S1,미충원·숙련수요·증가의 지속가능성을 확인한다.,5.0,12.82051282051282,0.03881439661256175,-0.143348623853211,5,3.0,S1 → S1,False,0.0,0.0,0.0,0.0,False,관찰,고용 축 진입신호 없음,생산↑·고용↑,없음,확인된 보강 없음,2023Q3
2023Q2,2023-06-30,창원,국가,운송장비,40053.86899536364,16513.0,,92.5159709313861,244.0,240.0,44.50683745858255,5.467203167912116,True,True,True,True,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 월별 3개월 합,보정본: 월별: 분기말 값,보정본: 월별 단순평균(근사),보정본: 월별: 분기말 값,보정본: 월별: 분기말 값,15657.0,27717.628937,856.0,5.467203167912116,44.506837458582574,113360.0,116848.0,-2.985074626865669,0.0,0.0,0.0,0.0,14.566866619618912,-3488.0,0.42966247844296623,-24.541284403669724,S1,3.0,S1->S1,S1,valid,False,False,valid,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,True,300,관찰,고용 축 진입신호 없음,False,False,미충원·숙련수요·증가의 지속가능성을 확인한다.,고용·훈련 기능,6,,S1,미충원·숙련수요·증가의 지속가능성을 확인한다.,856.0,5.467203167912116,14.566866619618912,-24.541284403669724,6,3.0,S1 → S1,False,0.0,0.0,0.0,0.0,True,관찰,고용 축 진입신호 없음,생산↑·고용↑,없음,확인된 보강 없음,2023Q3
2023Q2,2023-06-30,창원,국가,음식료,1522.72,909.0,,89.05397356657603,8.0,5.0,22.16846783963544,14.052697616060229,True,True,True,False,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 월별 3개월 합,보정본: 월별: 분기말 값,보정본: 월별 단순평균(근사),보정본: 월별: 분기말 값,보정본: 월별: 분기말 값,797.0,1246.41,112.0,14.052697616060229,22.16846783963542,113360.0,116848.0,-2.985074626865669,0.0,0.0,0.0,0.0,0.8018701482004235,-3488.0,0.42966247844296623,-3.211009174311927,S1,6.0,S1->S1,S1,valid,False,False,valid,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,True,300,관찰,고용 축 진입신호 없음,False,False,미충원·숙련수요·증가의 지속가능성을 확인한다.,고용·훈련 기능,7,,S1,미충원·숙련수요·증가의 지속가능성을 확인한다.,112.0,14.052697616060229,0.8018701482004235,-3.211009174311927,7,6.0,S1 → S1,False,0.0,0.0,0.0,0.0,True,관찰,고용 축 진입신호 없음,생산↑·고용↑,없음,확인된 보강 없음,2023Q3
2023Q2,2023-06-30,창원,국가,전기전자,33166.19101575,28674.0,,75.13633064590066,587.0,554.0,7.759641743531831,4.493276484093145,True,True,True,False,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 월별 3개월 합,보정본: 월별: 분기말 값,보정본: 월별 단순평균(근사),보정본: 월별: 분기말 값,보정본: 월별: 분기말 값,27441.0,30777.93363,1233.0,4.493276484093145,7.759641743531831,113360.0,116848.0,-2.985074626865669,0.0,0.0,0.0,0.0,25.294636556104443,-3488.0,0.42966247844296623,-35.34977064220183,S1,2.0,S1->S1,S1,valid,False,False,valid,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,True,300,관찰,고용 축 진입신호 없음,False,False,미충원·숙련수요·증가의 지속가능성을 확인한다.,고용·훈련 기능,8,,S1,미충원·숙련수요·증가의 지속가능성을 확인한다.,1233.0,4.493276484093145,25.294636556104443,-35.34977064220183,8,2.0,S1 → S1,False,0.0,0.0,0.0,0.0,True,관찰,고용 축 진입신호 없음,생산↑·고용↑,없음,확인된 보강 없음,2023Q3
2023Q2,2023-06-30,창원,국가,철강,17383.534499999998,9192.0,,88.67485291161101,79.0,75.0,-13.494612178357956,-2.9868073878628,True,True,True,False,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 월별 3개월 합,보정본: 월별: 분기말 값,보정본: 월별 단순평균(근사),보정본: 월별: 분기말 값,보정본: 월별: 분기말 값,9475.0,20095.32,-283.0,-2.9868073878628,-13.494612178357956,113360.0,116848.0,-2.985074626865669,2.9868073878628,13.494612178357956,0.0017327609971307112,0.24964714184897674,8.108680310515174,-3488.0,0.42966247844296623,8.113532110091743,S4,3.0,S4->S4,S4,valid,False,False,valid,False,False,False,False,False,False,False,False,False,True,0,0,False,False,False,False,True,300,관찰,고용 축 진입신호 없음 (생산 13.5% 단독 감소 — 확인질문에 반영),False,True,수주잔량·가동률·휴업/감산·기업 수 변동·고용조정 계획 신고 여부를 확인한다(원인 후보이며 입증된 원인이 아님).,기업지원 기능 + 고용지원 기능,1,,S4,수주잔량·가동률·휴업/감산·기업 수 변동·고용조정 계획 신고 여부를 확인한다(원인 후보이며 입증된 원인이 아님).,-283.0,-2.9868073878628,8.108680310515174,8.113532110091743,1,3.0,S4 → S4,False,2.9868073878628,0.0017327609971307112,0.24964714184897674,13.494612178357956,True,관찰,고용 축 진입신호 없음 (생산 13.5% 단독 감소 — 확인질문에 반영),생산↓·고용↓,없음,생산,2023Q3
2023Q3,2023-09-30,창원,국가,기계,44858.85667900002,56526.0,,75.99927126026344,1525.0,1456.0,-2.0222097805846277,-8.356031128404673,True,True,True,False,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 월별 3개월 합,보정본: 월별: 분기말 값,보정본: 월별 단순평균(근사),보정본: 월별: 분기말 값,보정본: 월별: 분기말 값,61680.0,45784.71976,-5154.0,-8.356031128404673,-2.0222097805846273,113488.0,115679.0,-1.8940343536856252,8.356031128404673,2.0222097805846273,6.461996774719048,4.541449316227266,49.807909206259694,-2191.0,0.2515210653197107,,S4,1.0,,S2,valid,False,False,valid,False,False,False,True,False,True,False,True,True,False,3,1,True,True,False,True,True,300,우선점검,고용감소 8.4%(진입경계 5% 통과) · 산단평균 대비 6.5%p 열위(진입경계 통과) · 산단 제조업 고용의 4.54% 감소(상위경계 2.0% 통과) → 보강: 직전 분기에도 진입신호(지속),False,False,수주잔량·가동률·휴업/감산·기업 수 변동·고용조정 계획 신고 여부를 확인한다(원인 후보이며 입증된 원인이 아님).,기업지원 기능 + 고용지원 기능,1,,S4,수주잔량·가동률·휴업/감산·기업 수 변동·고용조정 계획 신고 여부를 확인한다(원인 후보이며 입증된 원인이 아님).,-5154.0,-8.356031128404673,49.807909206259694,,1,1.0,S2 → S4,True,8.356031128404673,6.461996774719048,4.541449316227266,2.0222097805846273,True,우선점검,고용감소 8.4%(진입경계 5% 통과) · 산단평균 대비 6.5%p 열위(진입경계 통과) · 산단 제조업 고용의 4.54% 감소(상위경계 2.0% 통과) → 보강: 직전 분기에도 진입신호(지속),생산↓·고용↓,E|R|A,반복,2023Q4
