industry,quarter,export_usd,import_usd,n_hs6_items,months,mapping_grade,coverage_flag,hs_chapters,export_lag4,import_lag4,export_yoy,import_yoy,n_hs6_excluded_incomplete,geography,population_scope,source,source_table_id,frequency,role,coverage_note
운송장비,2024Q2,1570329,107232,68,3,A,mapped_chapters_only,87|89,1150127.0,75829.0,36.53526958327211,41.41291590288676,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
운송장비,2024Q3,1685630,89401,56,3,A,mapped_chapters_only,87|89,1141674.0,89516.0,47.645474977970935,-0.1284686536485058,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
운송장비,2024Q4,1994017,92702,60,3,A,mapped_chapters_only,87|89,1585383.0,83932.0,25.775096617031966,10.448934852023072,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
운송장비,2025Q1,1894661,79307,64,3,A,mapped_chapters_only,87|89,1423335.0,88889.0,33.11420010046826,-10.779736525329342,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
운송장비,2025Q2,2064838,91788,64,3,A,mapped_chapters_only,87|89,1570329.0,107232.0,31.4907895097142,-14.402417188898841,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
운송장비,2025Q3,1627934,91624,60,3,A,mapped_chapters_only,87|89,1685630.0,89401.0,-3.4228152085570396,2.4865493674567363,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
운송장비,2025Q4,1538410,95650,66,3,A,mapped_chapters_only,87|89,1994017.0,92702.0,-22.848701891709045,3.18008241461889,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
운송장비,2026Q1,1555371,79322,59,3,A,mapped_chapters_only,87|89,1894661.0,79307.0,-17.90768902721912,0.018913841148959776,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
운송장비,2026Q2,2003465,101042,61,3,A,mapped_chapters_only,87|89,2064838.0,91788.0,-2.9722912887112707,10.081927920861112,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
전기전자,2021Q1,428575,264043,214,3,B,mapped_chapters_only,85,,,,,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
전기전자,2021Q2,405767,285264,207,3,B,mapped_chapters_only,85,,,,,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
전기전자,2021Q3,430860,271819,208,3,B,mapped_chapters_only,85,,,,,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
