industry,quarter,stage,nominal_production_yoy,ppi_mapping_grade,ppi_mapping_uncertainty,n_ppi_candidates,ppi_candidate_items,ppi_adjusted_production_yoy,ppi_adjusted_low,ppi_adjusted_high,ppi_adjusted_band_only,sign_agreement,eis_manufacturing_yoy,mfg_emp_yoy,aggregate_direction,aggregate_yoy_gap_pp,source_category,insured_level,insured_yoy,industry_direction,industry_yoy_gap_pp,mapping_confidence,cross_source_available,cross_source_population_note,trade_export_usd,trade_export_yoy,trade_import_yoy,trade_n_items,trade_mapping_grade,trade_coverage_flag,trade_data_available,trade_coverage_status,trade_unavailable_reason,trade_scope,power_usage_kwh,power_usage_yoy,power_customers,power_customers_yoy,power_data_available,power_scope,bsi_region_business,bsi_region_production,bsi_region_new_orders,bsi_region_operation,bsi_region_labor,bsi_industry_business,bsi_industry_mapping_grade,bsi_data_available,bsi_region_scope,bsi_industry_scope,mfg_flow_period,mfg_flow_workers,mfg_flow_workers_yoy,mfg_flow_acquisitions,mfg_flow_acquisition_yoy,mfg_flow_losses,mfg_flow_loss_yoy,mfg_flow_net,mfg_flow_job_openings,mfg_flow_data_available,mfg_flow_scope
기계,2022Q2,우선점검,7.70877717312255,A,대분류 직접 대응,1,기계및장비,1.993271107283601,1.993271107283601,1.993271107283601,False,True,,-0.059871020715374,비교자료 없음,,기계·장비,29493.0,,비교자료 없음,,B,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,2638961.0,-4.166442724894437,1.8344920141041945,304.0,B,mapped_chapters_only,True,usable,,창원시 전역 통관 · 연도창을 모두 확보한 HS6 합계(업종 수출 총액 아님),1544695418,-0.2801305158852574,5870,0.3247308152452666,True,창원시 전역 제조업 총계 전력사용량 · 월→분기 합계. 업종별 값이 아니며 가동률과 개념·모집단이 다르다.,74.33,92.33,89.67,90.33,74.67,79.34,C,True,경상남도 제조업 총계(업종 공통 배경),전국 업종별 심리지수. 창원국가산단 개별 업종의 신호가 아니라 같은 업종의 전국 분위기다.,202201,114014.0,0.9134198367881652,3011.0,-16.011157601115755,2975.0,-8.630221130221127,36.0,592.0,True,창원시 전역 제조업 총계 · 반기 · 표본조사. 업종별 값이 아니며 입직-이직을 KICOX 고용 증감과 같다고 보지 않는다.
기타,2022Q2,관찰,-20.41127034589721,D,대응 항목 없음 — 조정 생산 산출 불가,0,,,,,False,,,-0.059871020715374,비교자료 없음,,,,,비교자료 없음,,,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,,,,,,no_data,False,no_mapped_chapter,해당 업종에 귀속 근거가 있는 HS 류가 없다,창원시 전역 통관 · 연도창을 모두 확보한 HS6 합계(업종 수출 총액 아님),1544695418,-0.2801305158852574,5870,0.3247308152452666,True,창원시 전역 제조업 총계 전력사용량 · 월→분기 합계. 업종별 값이 아니며 가동률과 개념·모집단이 다르다.,74.33,92.33,89.67,90.33,74.67,,,True,경상남도 제조업 총계(업종 공통 배경),전국 업종별 심리지수. 창원국가산단 개별 업종의 신호가 아니라 같은 업종의 전국 분위기다.,202201,114014.0,0.9134198367881652,3011.0,-16.011157601115755,2975.0,-8.630221130221127,36.0,592.0,True,창원시 전역 제조업 총계 · 반기 · 표본조사. 업종별 값이 아니며 입직-이직을 KICOX 고용 증감과 같다고 보지 않는다.
목재종이,2022Q2,관찰,14.229695034439294,A,대분류 직접 대응,1,목재및종이제품,4.256642255085574,4.256642255085574,4.256642255085574,False,True,,-0.059871020715374,비교자료 없음,,,,,비교자료 없음,,,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,,,,,,no_data,False,no_mapped_chapter,해당 업종에 귀속 근거가 있는 HS 류가 없다,창원시 전역 통관 · 연도창을 모두 확보한 HS6 합계(업종 수출 총액 아님),1544695418,-0.2801305158852574,5870,0.3247308152452666,True,창원시 전역 제조업 총계 전력사용량 · 월→분기 합계. 업종별 값이 아니며 가동률과 개념·모집단이 다르다.,74.33,92.33,89.67,90.33,74.67,67.16,A,True,경상남도 제조업 총계(업종 공통 배경),전국 업종별 심리지수. 창원국가산단 개별 업종의 신호가 아니라 같은 업종의 전국 분위기다.,202201,114014.0,0.9134198367881652,3011.0,-16.011157601115755,2975.0,-8.630221130221127,36.0,592.0,True,창원시 전역 제조업 총계 · 반기 · 표본조사. 업종별 값이 아니며 입직-이직을 KICOX 고용 증감과 같다고 보지 않는다.
비금속,2022Q2,관찰,5.278299896428695,A,대분류 직접 대응,1,비금속광물제품,-6.4139341942358925,-6.4139341942358925,-6.4139341942358925,False,False,,-0.059871020715374,비교자료 없음,,,,,비교자료 없음,,,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,,,,,,no_data,False,no_mapped_chapter,해당 업종에 귀속 근거가 있는 HS 류가 없다,창원시 전역 통관 · 연도창을 모두 확보한 HS6 합계(업종 수출 총액 아님),1544695418,-0.2801305158852574,5870,0.3247308152452666,True,창원시 전역 제조업 총계 전력사용량 · 월→분기 합계. 업종별 값이 아니며 가동률과 개념·모집단이 다르다.,74.33,92.33,89.67,90.33,74.67,79.67,A,True,경상남도 제조업 총계(업종 공통 배경),전국 업종별 심리지수. 창원국가산단 개별 업종의 신호가 아니라 같은 업종의 전국 분위기다.,202201,114014.0,0.9134198367881652,3011.0,-16.011157601115755,2975.0,-8.630221130221127,36.0,592.0,True,창원시 전역 제조업 총계 · 반기 · 표본조사. 업종별 값이 아니며 입직-이직을 KICOX 고용 증감과 같다고 보지 않는다.
석유화학,2022Q2,관찰,33.09172156190328,C,복수 후보만 존재 — 가중치 근거 없음. 밴드로만 해석,2,석탄및석유제품|화학제품,,-26.869563978834577,15.413781160215011,True,,,-0.059871020715374,비교자료 없음,,,,,비교자료 없음,,,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,,,,,,no_data,False,no_mapped_chapter,해당 업종에 귀속 근거가 있는 HS 류가 없다,창원시 전역 통관 · 연도창을 모두 확보한 HS6 합계(업종 수출 총액 아님),1544695418,-0.2801305158852574,5870,0.3247308152452666,True,창원시 전역 제조업 총계 전력사용량 · 월→분기 합계. 업종별 값이 아니며 가동률과 개념·모집단이 다르다.,74.33,92.33,89.67,90.33,74.67,79.89,B,True,경상남도 제조업 총계(업종 공통 배경),전국 업종별 심리지수. 창원국가산단 개별 업종의 신호가 아니라 같은 업종의 전국 분위기다.,202201,114014.0,0.9134198367881652,3011.0,-16.011157601115755,2975.0,-8.630221130221127,36.0,592.0,True,창원시 전역 제조업 총계 · 반기 · 표본조사. 업종별 값이 아니며 입직-이직을 KICOX 고용 증감과 같다고 보지 않는다.
섬유의복,2022Q2,추가확인,220.00000000000009,A,대분류 직접 대응,1,섬유및의복,194.9783902057662,194.9783902057662,194.9783902057662,False,True,,-0.059871020715374,비교자료 없음,,,,,비교자료 없음,,,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,,,,,,no_data,False,no_mapped_chapter,해당 업종에 귀속 근거가 있는 HS 류가 없다,창원시 전역 통관 · 연도창을 모두 확보한 HS6 합계(업종 수출 총액 아님),1544695418,-0.2801305158852574,5870,0.3247308152452666,True,창원시 전역 제조업 총계 전력사용량 · 월→분기 합계. 업종별 값이 아니며 가동률과 개념·모집단이 다르다.,74.33,92.33,89.67,90.33,74.67,74.83,A,True,경상남도 제조업 총계(업종 공통 배경),전국 업종별 심리지수. 창원국가산단 개별 업종의 신호가 아니라 같은 업종의 전국 분위기다.,202201,114014.0,0.9134198367881652,3011.0,-16.011157601115755,2975.0,-8.630221130221127,36.0,592.0,True,창원시 전역 제조업 총계 · 반기 · 표본조사. 업종별 값이 아니며 입직-이직을 KICOX 고용 증감과 같다고 보지 않는다.
운송장비,2022Q2,관찰,6.588441837118797,A,대분류 직접 대응,1,운송장비,4.695991641877462,4.695991641877462,4.695991641877462,False,True,,-0.059871020715374,비교자료 없음,,자동차·부품,16935.0,,비교자료 없음,,C,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,603731.0,27.70213531035504,-12.34145171605201,61.0,A,mapped_chapters_only,True,usable,,창원시 전역 통관 · 연도창을 모두 확보한 HS6 합계(업종 수출 총액 아님),1544695418,-0.2801305158852574,5870,0.3247308152452666,True,창원시 전역 제조업 총계 전력사용량 · 월→분기 합계. 업종별 값이 아니며 가동률과 개념·모집단이 다르다.,74.33,92.33,89.67,90.33,74.67,75.5,A,True,경상남도 제조업 총계(업종 공통 배경),전국 업종별 심리지수. 창원국가산단 개별 업종의 신호가 아니라 같은 업종의 전국 분위기다.,202201,114014.0,0.9134198367881652,3011.0,-16.011157601115755,2975.0,-8.630221130221127,36.0,592.0,True,창원시 전역 제조업 총계 · 반기 · 표본조사. 업종별 값이 아니며 입직-이직을 KICOX 고용 증감과 같다고 보지 않는다.
음식료,2022Q2,관찰,4.56620557350389,A,대분류 직접 대응,1,음식료품,-3.2541825940956004,-3.2541825940956004,-3.2541825940956004,False,False,,-0.059871020715374,비교자료 없음,,,,,비교자료 없음,,,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,,,,,,no_data,False,no_mapped_chapter,해당 업종에 귀속 근거가 있는 HS 류가 없다,창원시 전역 통관 · 연도창을 모두 확보한 HS6 합계(업종 수출 총액 아님),1544695418,-0.2801305158852574,5870,0.3247308152452666,True,창원시 전역 제조업 총계 전력사용량 · 월→분기 합계. 업종별 값이 아니며 가동률과 개념·모집단이 다르다.,74.33,92.33,89.67,90.33,74.67,79.0,A,True,경상남도 제조업 총계(업종 공통 배경),전국 업종별 심리지수. 창원국가산단 개별 업종의 신호가 아니라 같은 업종의 전국 분위기다.,202201,114014.0,0.9134198367881652,3011.0,-16.011157601115755,2975.0,-8.630221130221127,36.0,592.0,True,창원시 전역 제조업 총계 · 반기 · 표본조사. 업종별 값이 아니며 입직-이직을 KICOX 고용 증감과 같다고 보지 않는다.
전기전자,2022Q2,관찰,19.06658814361053,C,복수 후보만 존재 — 가중치 근거 없음. 밴드로만 해석,2,전기장비|컴퓨터전자및광학기기,,11.738108009327064,22.390421938150705,True,,,-0.059871020715374,비교자료 없음,,전기장비,18198.0,,비교자료 없음,,C,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,440082.0,8.456823743675557,-6.182343373156096,237.0,B,mapped_chapters_only,True,usable,,창원시 전역 통관 · 연도창을 모두 확보한 HS6 합계(업종 수출 총액 아님),1544695418,-0.2801305158852574,5870,0.3247308152452666,True,창원시 전역 제조업 총계 전력사용량 · 월→분기 합계. 업종별 값이 아니며 가동률과 개념·모집단이 다르다.,74.33,92.33,89.67,90.33,74.67,94.5,A,True,경상남도 제조업 총계(업종 공통 배경),전국 업종별 심리지수. 창원국가산단 개별 업종의 신호가 아니라 같은 업종의 전국 분위기다.,202201,114014.0,0.9134198367881652,3011.0,-16.011157601115755,2975.0,-8.630221130221127,36.0,592.0,True,창원시 전역 제조업 총계 · 반기 · 표본조사. 업종별 값이 아니며 입직-이직을 KICOX 고용 증감과 같다고 보지 않는다.
철강,2022Q2,관찰,26.842212567625488,B,상위 범주가 넓어 범위 과대·과소 가능,1,철강1차제품,-2.591596922684236,-2.591596922684236,-2.591596922684236,False,False,,-0.059871020715374,비교자료 없음,,,,,비교자료 없음,,,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,282416.0,0.0446349498742337,26.15566403001084,191.0,A,mapped_chapters_only,True,usable,,창원시 전역 통관 · 연도창을 모두 확보한 HS6 합계(업종 수출 총액 아님),1544695418,-0.2801305158852574,5870,0.3247308152452666,True,창원시 전역 제조업 총계 전력사용량 · 월→분기 합계. 업종별 값이 아니며 가동률과 개념·모집단이 다르다.,74.33,92.33,89.67,90.33,74.67,101.33,B,True,경상남도 제조업 총계(업종 공통 배경),전국 업종별 심리지수. 창원국가산단 개별 업종의 신호가 아니라 같은 업종의 전국 분위기다.,202201,114014.0,0.9134198367881652,3011.0,-16.011157601115755,2975.0,-8.630221130221127,36.0,592.0,True,창원시 전역 제조업 총계 · 반기 · 표본조사. 업종별 값이 아니며 입직-이직을 KICOX 고용 증감과 같다고 보지 않는다.
기계,2022Q3,우선점검,9.803121847841489,A,대분류 직접 대응,1,기계및장비,3.6834616236554254,3.6834616236554254,3.6834616236554254,False,True,,-0.2294191211350216,비교자료 없음,,,,,비교자료 없음,,,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,2292183.0,-10.269627636940438,4.001988170386195,324.0,B,mapped_chapters_only,True,usable,,창원시 전역 통관 · 연도창을 모두 확보한 HS6 합계(업종 수출 총액 아님),1503787868,-1.0811087295827917,5881,1.4665286404416775,True,창원시 전역 제조업 총계 전력사용량 · 월→분기 합계. 업종별 값이 아니며 가동률과 개념·모집단이 다르다.,68.0,90.33,83.67,87.67,77.33,78.34,C,True,경상남도 제조업 총계(업종 공통 배경),전국 업종별 심리지수. 창원국가산단 개별 업종의 신호가 아니라 같은 업종의 전국 분위기다.,202202,115700.0,1.826182618261818,2063.0,-50.313102119460495,2617.0,-27.687206410610663,-554.0,408.0,True,창원시 전역 제조업 총계 · 반기 · 표본조사. 업종별 값이 아니며 입직-이직을 KICOX 고용 증감과 같다고 보지 않는다.
