quarter,industry,production_yoy,employment_yoy,state,adjusted_lo,adjusted_hi,ppi_lo,ppi_hi,n_candidates,ppi_items,all_same,all_opposite,status,adjusted_state,different
2022Q3,전기전자,13.792097021529548,9.08648187979384,S1,6.758189501070144,17.876650337771416,-3.46510806384277,6.588635076458371,2,전기장비; 컴퓨터전자및광학기기,True,False,모든 후보에서 유지,S1,False
2022Q3,철강,9.160978567067946,0.0741839762611329,S1,-1.2038932881729303,-1.2038932881729303,10.491174399689251,10.491174399689251,1,철강1차제품,False,True,모든 후보에서 반전,S3,True
2022Q4,기계,-8.447120157116705,-4.635313375515471,S4,-12.156230660655009,-12.156230660655009,4.222394520902006,4.222394520902006,1,기계및장비,True,False,모든 후보에서 유지,S4,False
2022Q4,목재종이,-49.854039744705545,-1.4981273408239737,S4,-52.996000306053226,-52.996000306053226,6.684453624809938,6.684453624809938,1,목재및종이제품,True,False,모든 후보에서 유지,S4,False
2022Q4,비금속,14.37809958341596,-3.383458646616544,S2,-0.4883385947176522,-0.4883385947176522,14.939392999969003,14.939392999969003,1,비금속광물제품,False,True,모든 후보에서 반전,S4,True
2022Q4,석유화학,42.66686889180007,11.023622047244096,S1,12.050153793319684,35.87375122306851,4.99958057209966,27.324116979753498,2,석탄및석유제품; 화학제품,True,False,모든 후보에서 유지,S1,False
2022Q4,섬유의복,698.1666666666666,64.1025641025641,S1,639.1760189100305,639.1760189100305,7.9805954532483625,7.9805954532483625,1,섬유및의복,True,False,모든 후보에서 유지,S1,False
2022Q4,운송장비,39.99013394114541,2.5108612317914725,S1,36.200705816032766,36.200705816032766,2.782238243486823,2.782238243486823,1,운송장비,True,False,모든 후보에서 유지,S1,False
2022Q4,음식료,33.32604186139836,16.962025316455698,S1,19.48663178605554,19.48663178605554,11.582391995217268,11.582391995217268,1,음식료품,True,False,모든 후보에서 유지,S1,False
2022Q4,전기전자,-7.753161436961752,-2.82984931452096,S4,-13.893691357233495,-4.453851490718197,-3.453106166726383,7.131335690799689,2,전기장비; 컴퓨터전자및광학기기,True,False,모든 후보에서 유지,S4,False
2022Q4,철강,-15.233822216149884,-3.0181086519114664,S4,-15.99052590580995,-15.99052590580995,0.9007361346074605,0.9007361346074605,1,철강1차제품,True,False,모든 후보에서 유지,S4,False
2023Q1,기계,-3.5522026508665205,-9.747631557996971,S4,-6.895718366932558,-6.895718366932558,3.591151402943149,3.591151402943149,1,기계및장비,True,False,모든 후보에서 유지,S4,False
2023Q1,목재종이,-49.38055281092698,-3.3707865168539297,S4,-50.993185977699504,-50.993185977699504,3.290630494850566,3.290630494850566,1,목재및종이제품,True,False,모든 후보에서 유지,S4,False
2023Q1,비금속,31.799127014996344,-2.661596958174905,S2,15.470801387864586,15.470801387864586,14.140653248161982,14.140653248161982,1,비금속광물제품,True,False,모든 후보에서 유지,S2,False
2023Q1,석유화학,68.6169252577779,22.83464566929134,S1,66.65164037253237,72.8831505304942,-2.4676929241660317,1.1792772521484585,2,석탄및석유제품; 화학제품,True,False,모든 후보에서 유지,S1,False
2023Q1,섬유의복,373.66666666666674,35.897435897435905,S1,344.41438770864215,344.41438770864215,6.582207904844517,6.582207904844517,1,섬유및의복,True,False,모든 후보에서 유지,S1,False
2023Q1,운송장비,34.689526092846926,9.135483870967745,S1,31.881171868908087,31.881171868908087,2.1294580447998923,2.1294580447998923,1,운송장비,True,False,모든 후보에서 유지,S1,False
2023Q1,음식료,34.716876930776806,17.189631650750336,S1,22.23550579708704,22.23550579708704,10.21092116590825,10.21092116590825,1,음식료품,True,False,모든 후보에서 유지,S1,False
2023Q1,전기전자,3.621137158938215,4.927346225281326,S1,-2.911333804359728,9.914460252279156,-5.725655276745489,6.728355861985547,2,전기장비; 컴퓨터전자및광학기기,False,False,후보별 방향 다름,후보별 상이,True
2023Q1,철강,-11.352948554581854,-4.304461942257221,S4,-10.351137708199332,-10.351137708199332,-1.117483056418167,-1.117483056418167,1,철강1차제품,True,False,모든 후보에서 유지,S4,False
2023Q2,기계,0.3889388995355292,-8.788965162451968,S2,-2.301727253924979,-2.301727253924979,2.7540570348195903,2.7540570348195903,1,기계및장비,False,True,모든 후보에서 반전,S4,True
2023Q2,목재종이,-52.43016966733348,-3.3707865168539297,S4,-52.60630146132882,-52.60630146132882,0.37163546932641456,0.37163546932641456,1,목재및종이제품,True,False,모든 후보에서 유지,S4,False
2023Q2,비금속,24.113681909273097,-3.0888030888030937,S2,13.064103139346695,13.064103139346695,9.77284430966412,9.77284430966412,1,비금속광물제품,True,False,모든 후보에서 유지,S2,False
2023Q2,석유화학,45.18449021597293,21.12403100775193,S1,53.2468230777295,99.56782612034971,-27.250552837901242,-5.261011419249595,2,석탄및석유제품; 화학제품,True,False,모든 후보에서 유지,S1,False
2023Q2,섬유의복,273.95833333333326,12.82051282051282,S1,255.87676058026045,255.87676058026045,5.080852350007525,5.080852350007525,1,섬유및의복,True,False,모든 후보에서 유지,S1,False
2023Q2,운송장비,44.506837458582574,5.467203167912116,S1,42.12617226942677,42.12617226942677,1.6750364490523362,1.6750364490523362,1,운송장비,True,False,모든 후보에서 유지,S1,False
2023Q2,음식료,22.16846783963542,14.052697616060229,S1,13.944840840695027,13.944840840695027,7.217199952420628,7.217199952420628,1,음식료품,True,False,모든 후보에서 유지,S1,False
2023Q2,전기전자,7.759641743531831,4.493276484093145,S1,2.3508331589948694,14.49319757128893,-5.88118418438307,5.284576996197732,2,전기장비; 컴퓨터전자및광학기기,True,False,모든 후보에서 유지,S1,False
2023Q2,철강,-13.494612178357956,-2.9868073878628,S4,-5.803529526359441,-5.803529526359441,-8.164937192790834,-8.164937192790834,1,철강1차제품,True,False,모든 후보에서 유지,S4,False
2023Q3,기계,-2.0222097805846277,-8.356031128404673,S4,-3.397410248773469,-3.397410248773469,1.4235648047638216,1.4235648047638216,1,기계및장비,True,False,모든 후보에서 유지,S4,False
2023Q3,목재종이,-45.749012381946585,-5.61797752808989,S4,-44.97001925880346,-44.97001925880346,-1.4155794943972344,-1.4155794943972344,1,목재및종이제품,True,False,모든 후보에서 유지,S4,False
2023Q3,비금속,-6.753118133143532,-2.334630350194556,S4,-12.287759314094371,-12.287759314094371,6.309998624673363,6.309998624673363,1,비금속광물제품,True,False,모든 후보에서 유지,S4,False
2023Q3,석유화학,52.25144924265754,20.345489443378128,S1,59.91072460333113,83.35160868843445,-16.962032494966962,-4.789719626168232,2,석탄및석유제품; 화학제품,True,False,모든 후보에서 유지,S1,False
2023Q3,섬유의복,166.49831649831648,0.0,N,156.46188470430369,156.46188470430369,3.9134204311040754,3.9134204311040754,1,섬유및의복,True,False,모든 후보에서 유지,N,False
2023Q3,운송장비,36.63975187186082,7.077041208088053,S1,34.878584597837104,34.878584597837104,1.30574270131536,1.30574270131536,1,운송장비,True,False,모든 후보에서 유지,S1,False
2023Q3,음식료,17.93837890549419,12.72727272727272,S1,13.103266296730443,13.103266296730443,4.274954001839926,4.274954001839926,1,음식료품,True,False,모든 후보에서 유지,S1,False
2023Q3,전기전자,13.393470030739008,7.254464285714279,S1,7.104898668933912,20.3222037178868,-5.7584830339321496,5.871413390010627,2,전기장비; 컴퓨터전자및광학기기,True,False,모든 후보에서 유지,S1,False
2023Q3,철강,-9.898771069811884,-2.6686434395848724,S4,-3.9938484592240253,-3.9938484592240253,-6.150566933286461,-6.150566933286461,1,철강1차제품,True,False,모든 후보에서 유지,S4,False
2024Q1,기계,15.921483512916002,-0.6386394509817706,S2,13.97230838795258,13.97230838795258,1.7102181683717355,1.7102181683717355,1,기계및장비,True,False,모든 후보에서 유지,S2,False
2024Q1,목재종이,17.251718590024858,-7.36434108527132,S2,19.660579697753654,19.660579697753654,-2.013078253350642,-2.013078253350642,1,목재및종이제품,True,False,모든 후보에서 유지,S2,False
2024Q1,비금속,-4.813588221792308,-2.34375,S4,-7.686726457493986,-7.686726457493986,3.1123782371109687,3.1123782371109687,1,비금속광물제품,True,False,모든 후보에서 유지,S4,False
2024Q1,석유화학,-3.235416397861024,1.6025641025640969,S3,-3.0029529188250637,-2.8344869457858635,-0.4126252612400294,-0.23966036702273152,2,석탄및석유제품; 화학제품,True,False,모든 후보에서 유지,S3,False
2024Q1,섬유의복,20.126671358198458,-28.301886792452837,S2,18.321366999606447,18.321366999606447,1.5257636083582549,1.5257636083582549,1,섬유및의복,True,False,모든 후보에서 유지,S2,False
2024Q1,운송장비,1.4690769019191308,0.0532040671553657,S1,-0.6002999314928537,-0.6002999314928537,2.081874323550026,2.081874323550026,1,운송장비,False,True,모든 후보에서 반전,S3,True
2024Q1,음식료,-1.2868471284541272,2.211874272409786,S3,-2.5885650071423294,-2.5885650071423294,1.3363091086622925,1.3363091086622925,1,음식료품,True,False,모든 후보에서 유지,S3,False
2024Q1,전기전자,9.120228384459782,1.4195474108010586,S1,4.89689066052359,8.439314527800178,0.6279215795716331,4.026180087266962,2,전기장비; 컴퓨터전자및광학기기,True,False,모든 후보에서 유지,S1,False
2024Q1,철강,-8.790854410582504,2.1722435545803664,S3,-1.9780309619445102,-1.9780309619445102,-6.950302585732615,-6.950302585732615,1,철강1차제품,True,False,모든 후보에서 유지,S3,False
2024Q2,기계,17.514539895264726,2.7249012972363262,S1,15.753862904234616,15.753862904234616,1.5210524701769534,1.5210524701769534,1,기계및장비,True,False,모든 후보에서 유지,S1,False
2024Q2,목재종이,25.96370999143369,-8.139534883720934,S2,27.234986021761955,27.234986021761955,-0.999156026244874,-0.999156026244874,1,목재및종이제품,True,False,모든 후보에서 유지,S2,False
2024Q2,비금속,5.419369990899203,-7.171314741035861,S2,3.977719051740336,3.977719051740336,1.3864998696898612,1.3864998696898612,1,비금속광물제품,True,False,모든 후보에서 유지,S2,False
2024Q2,석유화학,-9.047036826957443,0.4799999999999915,S3,-15.98269749742023,-10.261481372524061,1.3533146792940043,8.255038502634404,2,석탄및석유제품; 화학제품,True,False,모든 후보에서 유지,S3,False
2024Q2,섬유의복,-6.908077994428963,-13.636363636363637,S4,-7.509323261154477,-7.509323261154477,0.6500604038428337,0.6500604038428337,1,섬유및의복,True,False,모든 후보에서 유지,S4,False
2024Q2,운송장비,-1.0242605255896708,1.7683037606734064,S3,-3.310401687649578,-3.310401687649578,2.3644127206678967,2.3644127206678967,1,운송장비,True,False,모든 후보에서 유지,S3,False
2024Q2,음식료,5.6871913418093945,4.4004400440043945,S1,4.584923393136742,4.584923393136742,1.0539453612536498,1.0539453612536498,1,음식료품,True,False,모든 후보에서 유지,S1,False
2024Q2,전기전자,5.154444166314365,2.688847039129527,S1,-1.0989023302547585,1.8018806490560424,3.2932235592146863,6.3228282030302285,2,전기장비; 컴퓨터전자및광학기기,False,False,후보별 방향 다름,후보별 상이,True
2024Q2,철강,-12.388044560212986,3.4486510008703286,S3,-5.557435710924197,-5.557435710924197,-7.232553352089455,-7.232553352089455,1,철강1차제품,True,False,모든 후보에서 유지,S3,False
2024Q3,기계,21.87587197768224,3.4515090400877524,S1,19.84558471897295,19.84558471897295,1.6940859886245496,1.6940859886245496,1,기계및장비,True,False,모든 후보에서 유지,S1,False
2024Q3,목재종이,4.576827715606768,-16.26984126984127,S2,3.3874869954276576,3.3874869954276576,1.1503720176811338,1.1503720176811338,1,목재및종이제품,True,False,모든 후보에서 유지,S2,False
2024Q3,비금속,-9.465963025656343,-5.976095617529875,S4,-9.680958286533436,-9.680958286533436,0.23803979404382059,0.23803979404382059,1,비금속광물제품,True,False,모든 후보에서 유지,S4,False
2024Q3,석유화학,-15.80477933369142,-0.6379585326953707,S4,-17.21777652242922,-13.350423039031234,-2.832508109953902,1.706884798909325,2,석탄및석유제품; 화학제품,True,False,모든 후보에서 유지,S4,False
2024Q3,섬유의복,40.17687934301959,-2.564102564102566,S2,39.786772979620565,39.786772979620565,0.27907244375395823,0.27907244375395823,1,섬유및의복,True,False,모든 후보에서 유지,S2,False
2024Q3,운송장비,5.919587772828883,0.3107445918489215,S1,3.6835148832109255,3.6835148832109255,2.1566329923678573,2.1566329923678573,1,운송장비,True,False,모든 후보에서 유지,S1,False
2024Q3,음식료,7.54395059946058,5.184331797235031,S1,6.6442472644841155,6.6442472644841155,0.8436491963276227,0.8436491963276227,1,음식료품,True,False,모든 후보에서 유지,S1,False
2024Q3,전기전자,-2.424309700705773,1.3943808532778323,S3,-6.278732389282604,-5.975654597479307,3.7770482544389195,4.112644639620799,2,전기장비; 컴퓨터전자및광학기기,True,False,모든 후보에서 유지,S3,False
2024Q3,철강,-12.759066889454685,6.005875312806008,S3,-7.615159251734916,-7.615159251734916,-5.567913086234732,-5.567913086234732,1,철강1차제품,True,False,모든 후보에서 유지,S3,False
2025Q1,기계,15.94577716701846,6.583689920278402,S1,14.591797674994101,14.591797674994101,1.1815675462780728,1.1815675462780728,1,기계및장비,True,False,모든 후보에서 유지,S1,False
2025Q1,목재종이,129.15237323021267,100.418410041841,S1,124.26060642433212,124.26060642433212,2.1812867109726186,2.1812867109726186,1,목재및종이제품,True,False,모든 후보에서 유지,S1,False
2025Q1,비금속,-32.3159599021668,-25.6,S4,-31.58557549306821,-31.58557549306821,-1.0675883256528573,-1.0675883256528573,1,비금속광물제품,True,False,모든 후보에서 유지,S4,False
2025Q1,석유화학,-43.3165126333038,-1.104100946372244,S4,-43.77288277619045,-43.571570108062886,0.4520017219113326,0.8116548836570869,2,석탄및석유제품; 화학제품,True,False,모든 후보에서 유지,S4,False
2025Q1,섬유의복,-4.896309314586988,-10.526315789473683,S4,-4.609597450279434,-4.609597450279434,-0.300566783076639,-0.300566783076639,1,섬유및의복,True,False,모든 후보에서 유지,S4,False
2025Q1,운송장비,6.304594063666169,-2.2688330871491917,S2,4.956149089705875,4.956149089705875,1.284769864038915,1.284769864038915,1,운송장비,True,False,모든 후보에서 유지,S2,False
2025Q1,음식료,-12.937596117034044,-8.883826879271073,S4,-14.491273019552919,-14.491273019552919,1.816980508754562,1.816980508754562,1,음식료품,True,False,모든 후보에서 유지,S4,False
2025Q1,전기전자,4.325631703897304,-3.1039321036241074,S2,1.138455006563932,2.3284427260573892,1.951743742633294,3.151300558354908,2,전기장비; 컴퓨터전자및광학기기,True,False,모든 후보에서 유지,S2,False
2025Q1,철강,-11.307054276940642,4.724578546118319,S3,-8.788121588243902,-8.788121588243902,-2.761627906976727,-2.761627906976727,1,철강1차제품,True,False,모든 후보에서 유지,S3,False
2025Q2,기계,21.41755812200161,7.688480148244747,S1,19.860690670310532,19.860690670310532,1.298897447515479,1.298897447515479,1,기계및장비,True,False,모든 후보에서 유지,S1,False
2025Q2,목재종이,135.46213292117466,100.84388185654008,S1,132.48920691698376,132.48920691698376,1.2787372126278784,1.2787372126278784,1,목재및종이제품,True,False,모든 후보에서 유지,S1,False
2025Q2,비금속,-37.9264251301902,-20.60085836909872,S4,-37.388866169224734,-37.388866169224734,-0.8585676828954725,-0.8585676828954725,1,비금속광물제품,True,False,모든 후보에서 유지,S4,False
2025Q2,석유화학,-50.165702264397424,-10.031847133757966,S4,-48.948744187368874,-45.176208221712734,-9.100964892874774,-2.383796554378692,2,석탄및석유제품; 화학제품,True,False,모든 후보에서 유지,S4,False
2025Q2,섬유의복,-2.847396768402155,-10.526315789473683,S4,-2.378707435100158,-2.378707435100158,-0.4801097393690057,-0.4801097393690057,1,섬유및의복,True,False,모든 후보에서 유지,S4,False
2025Q2,운송장비,-1.1127267990946987,-2.1898244570068397,S4,-2.2417367500882635,-2.2417367500882635,1.1548997634167613,1.1548997634167613,1,운송장비,True,False,모든 후보에서 유지,S4,False
2025Q2,음식료,-18.541992891407546,-30.45310853530031,S4,-20.645905483768722,-20.645905483768722,2.6512968299711837,2.6512968299711837,1,음식료품,True,False,모든 후보에서 유지,S4,False
2025Q2,전기전자,-3.498117545216406,-4.584819154355579,S4,-3.4827501877470746,-2.7494760020754905,-0.7698072075754459,-0.01592187665855338,2,전기장비; 컴퓨터전자및광학기기,True,False,모든 후보에서 유지,S4,False
2025Q2,철강,1.369630686482437,3.0707750552108504,S1,4.127044848458028,4.127044848458028,-2.6481248613063224,-2.6481248613063224,1,철강1차제품,True,False,모든 후보에서 유지,S1,False
2025Q3,기계,-0.0965560400941645,3.3654257229338125,S3,-0.9159007387006479,-0.9159007387006479,0.8269184508058691,0.8269184508058691,1,기계및장비,True,False,모든 후보에서 유지,S3,False
2025Q3,목재종이,129.23234653338457,123.22274881516586,S1,130.31383760077873,130.31383760077873,-0.46957277020791555,-0.46957277020791555,1,목재및종이제품,True,False,모든 후보에서 유지,S1,False
2025Q3,비금속,-46.38706602632253,-22.881355932203384,S4,-45.90533714256071,-45.90533714256071,-0.8905294132830699,-0.8905294132830699,1,비금속광물제품,True,False,모든 후보에서 유지,S4,False
2025Q3,석유화학,-44.48493192959134,2.5682182985553803,S3,-43.55582211425537,-41.492258537869866,-5.115004129254452,-1.6460684700141948,2,석탄및석유제품; 화학제품,True,False,모든 후보에서 유지,S3,False
2025Q3,섬유의복,-26.8400180261379,-10.526315789473683,S4,-26.804317937339583,-26.804317937339583,-0.04877349017358146,-0.04877349017358146,1,섬유및의복,True,False,모든 후보에서 유지,S4,False
2025Q3,운송장비,4.627688865697821,-3.044203502919096,S2,3.0684659936993874,3.0684659936993874,1.5128030256060576,1.5128030256060576,1,운송장비,True,False,모든 후보에서 유지,S2,False
2025Q3,음식료,-17.463678355900235,-28.368017524644028,S4,-19.879749554770775,-19.879749554770775,3.0155562238565192,3.0155562238565192,1,음식료품,True,False,모든 후보에서 유지,S4,False
2025Q3,전기전자,-0.5693871998398992,-3.875889436234259,S4,-1.0332111966419255,0.3522464112021506,-0.9183985849859022,0.46866630958757316,2,전기장비; 컴퓨터전자및광학기기,False,False,후보별 방향 다름,후보별 상이,True
2025Q3,철강,11.980076752368252,-0.5439802935440774,S2,15.058302137464707,15.058302137464707,-2.675361384542929,-2.675361384542929,1,철강1차제품,True,False,모든 후보에서 유지,S2,False
2025Q4,기계,3.707439849329264,6.0580067549455885,S1,2.6952685674362264,2.6952685674362264,0.9856065386580015,0.9856065386580015,1,기계및장비,True,False,모든 후보에서 유지,S1,False
2025Q4,목재종이,180.21049274437888,120.09345794392524,S1,184.66227815068942,184.66227815068942,-1.5638831513720808,-1.5638831513720808,1,목재및종이제품,True,False,모든 후보에서 유지,S1,False
2025Q4,비금속,31.884700665188493,-27.642276422764223,S2,33.39356857061511,33.39356857061511,-1.131139920458657,-1.131139920458657,1,비금속광물제품,True,False,모든 후보에서 유지,S2,False
2025Q4,석유화학,-38.83673994295156,4.815409309791341,S3,-38.90300745838486,-37.73668130883199,-1.7667844522968101,0.10846281081375864,2,석탄및석유제품; 화학제품,True,False,모든 후보에서 유지,S3,False
2025Q4,섬유의복,-18.659812409812403,0.0,N,-18.715673127532504,-18.715673127532504,0.0687226183317513,0.0687226183317513,1,섬유및의복,True,False,모든 후보에서 유지,N,False
2025Q4,운송장비,-13.761383046661424,-5.295280167402927,S4,-14.87293569981708,-14.87293569981708,1.3057570612748925,1.3057570612748925,1,운송장비,True,False,모든 후보에서 유지,S4,False
2025Q4,음식료,-15.288713081501893,-32.6109391124871,S4,-17.495134060600215,-17.495134060600215,2.6742919389978193,2.6742919389978193,1,음식료품,True,False,모든 후보에서 유지,S4,False
2025Q4,전기전자,0.5775755522494652,-4.729178007621126,S2,-4.997771898433445,-1.848913426954546,2.4721977758220604,5.868649148651883,2,전기장비; 컴퓨터전자및광학기기,False,True,모든 후보에서 반전,S4,True
2025Q4,철강,4.7096403773498,-0.6778268460511438,S2,4.963588855454715,4.963588855454715,-0.24193959150409228,-0.24193959150409228,1,철강1차제품,True,False,모든 후보에서 유지,S2,False
2026Q1,기계,-9.626244330726308,-1.900747971813621,S4,-10.48661492120726,-10.48661492120726,0.9611641764230239,0.9611641764230239,1,기계및장비,True,False,모든 후보에서 유지,S4,False
2026Q1,목재종이,-14.28960261295591,-10.647181628392488,S4,-13.721459799523728,-13.721459799523728,-0.6584984077292577,-0.6584984077292577,1,목재및종이제품,True,False,모든 후보에서 유지,S4,False
2026Q1,비금속,40.920195439739416,-2.1505376344086,S2,42.476102466650566,42.476102466650566,-1.0920477188624211,-1.0920477188624211,1,비금속광물제품,True,False,모든 후보에서 유지,S2,False
2026Q1,석유화학,-10.036801605888256,-0.797448165869219,S4,-12.559134271143712,-11.604623731737684,1.7736472110163382,2.8846153846153744,2,석탄및석유제품; 화학제품,True,False,모든 후보에서 유지,S4,False
2026Q1,섬유의복,-9.2397531137968,0.0,N,-10.219300781062469,-10.219300781062469,1.0910448189726862,1.0910448189726862,1,섬유및의복,True,False,모든 후보에서 유지,N,False
2026Q1,운송장비,20.119787815833988,-1.0035668943836562,S2,18.485504988407662,18.485504988407662,1.379310344827589,1.379310344827589,1,운송장비,True,False,모든 후보에서 유지,S2,False
2026Q1,음식료,3.367344657191196,-21.5,S2,1.4768633982310986,1.4768633982310986,1.862967769846402,1.862967769846402,1,음식료품,True,False,모든 후보에서 유지,S2,False
2026Q1,전기전자,-7.049417233574484,-1.3067740340467648,S4,-16.227400674885583,-10.728971406434539,4.1217786227292,10.955829848005694,2,전기장비; 컴퓨터전자및광학기기,True,False,모든 후보에서 유지,S4,False
2026Q1,철강,53.82520740923593,-0.7997539218701943,S2,52.38134675994357,52.38134675994357,0.9475310987813845,0.9475310987813845,1,철강1차제품,True,False,모든 후보에서 유지,S2,False
2026Q2,기계,-19.547350877543444,-6.339722447939078,S4,-20.547174711500393,-20.547174711500393,1.258386760101371,1.258386760101371,1,기계및장비,True,False,모든 후보에서 유지,S4,False
2026Q2,목재종이,-12.897127553431709,-10.084033613445376,S4,-15.289242141734317,-15.289242141734317,2.8238616307801,2.8238616307801,1,목재및종이제품,True,False,모든 후보에서 유지,S4,False
2026Q2,비금속,45.67070435172722,-1.0810810810810811,S2,40.860667555156446,40.860667555156446,3.4147479775980205,3.4147479775980205,1,비금속광물제품,True,False,모든 후보에서 유지,S2,False
2026Q2,석유화학,-6.729849384858399,9.557522123893802,S3,-45.53735302037926,-21.723914266823343,19.15535855111088,71.25526537489473,2,석탄및석유제품; 화학제품,True,False,모든 후보에서 유지,S3,False
2026Q2,섬유의복,-12.319670818395734,0.0,N,-15.169756531083323,-15.169756531083323,3.359751895244667,3.359751895244667,1,섬유및의복,True,False,모든 후보에서 유지,N,False
2026Q2,운송장비,19.64333200865325,-0.7848147472166445,S2,17.240435258924247,17.240435258924247,2.049546084012932,2.049546084012932,1,운송장비,True,False,모든 후보에서 유지,S2,False
2026Q2,음식료,0.8734323986208103,-3.787878787878785,S2,-0.7793171381018205,-0.7793171381018205,1.6657308628111656,1.6657308628111656,1,음식료품,False,True,모든 후보에서 반전,S4,True
2026Q2,전기전자,2.697876409158262,-0.4128848549563968,S2,-15.114355637633746,-5.165173585994209,8.291310579117805,20.983797885486744,2,전기장비; 컴퓨터전자및광학기기,False,True,모든 후보에서 반전,S4,True
