period,region_name,industry_code,industry_name,job_openings,job_opening_rate,loss_rate,losses,acquisition_rate,acquisitions,workers,net_flow,workers_lag,acq_lag,loss_lag,workers_yoy,acquisition_yoy,loss_yoy,quarters_covered,industry,mapping_grade,geography,population_scope,source,source_table_id,frequency,coverage_flag,role,net_flow_note
202301,경상남도 창원시,IND201700,전산업,2161.0,0.6,3.7,12672.0,3.4,11739.0,363196.0,-933.0,354815.0,15818.0,14846.0,2.362076011442582,-25.78707801239095,-14.643675063990303,2023Q1|2023Q2,해당없음(제조업 총계),D,경상남도 창원시,창원시 전역 사업체 표본조사 — 창원국가산단 아님,"고용노동부 사업체노동력조사(지역편), KOSIS",DT_118N_MONA49 / DT_118N_MONA59,반기,manufacturing_aggregate_halfyear,FLOW_INTERPRETATION,입직-이직이며 KICOX 고용 증감과 같은 개념이 아니다. 모집단·정의·빈도가 모두 다르다.
202302,경상남도 창원시,IND201700,전산업,2069.0,0.6,3.2,11149.0,2.9,10352.0,371654.0,-797.0,360884.0,11836.0,12782.0,2.9843384577869836,-12.538019601216632,-12.775778438429041,2023Q3|2023Q4,해당없음(제조업 총계),D,경상남도 창원시,창원시 전역 사업체 표본조사 — 창원국가산단 아님,"고용노동부 사업체노동력조사(지역편), KOSIS",DT_118N_MONA49 / DT_118N_MONA59,반기,manufacturing_aggregate_halfyear,FLOW_INTERPRETATION,입직-이직이며 KICOX 고용 증감과 같은 개념이 아니다. 모집단·정의·빈도가 모두 다르다.
202401,경상남도 창원시,IND201700,전산업,1681.0,0.5,3.3,11799.0,3.2,11407.0,371143.0,-392.0,363196.0,11739.0,12672.0,2.1880747585325766,-2.828179572365619,-6.889204545454541,2024Q1|2024Q2,해당없음(제조업 총계),D,경상남도 창원시,창원시 전역 사업체 표본조사 — 창원국가산단 아님,"고용노동부 사업체노동력조사(지역편), KOSIS",DT_118N_MONA49 / DT_118N_MONA59,반기,manufacturing_aggregate_halfyear,FLOW_INTERPRETATION,입직-이직이며 KICOX 고용 증감과 같은 개념이 아니다. 모집단·정의·빈도가 모두 다르다.
202402,경상남도 창원시,IND201700,전산업,1751.0,0.5,3.2,11263.0,2.9,10265.0,370776.0,-998.0,371654.0,10352.0,11149.0,-0.2362412351272991,-0.8404173106646096,1.0225132298860906,2024Q3|2024Q4,해당없음(제조업 총계),D,경상남도 창원시,창원시 전역 사업체 표본조사 — 창원국가산단 아님,"고용노동부 사업체노동력조사(지역편), KOSIS",DT_118N_MONA49 / DT_118N_MONA59,반기,manufacturing_aggregate_halfyear,FLOW_INTERPRETATION,입직-이직이며 KICOX 고용 증감과 같은 개념이 아니다. 모집단·정의·빈도가 모두 다르다.
202501,경상남도 창원시,IND201700,전산업,1415.0,0.4,3.4,12168.0,3.5,12469.0,371187.0,301.0,371143.0,11407.0,11799.0,0.011855268723914847,9.310072762338905,3.1273836765827623,2025Q1|2025Q2,해당없음(제조업 총계),D,경상남도 창원시,창원시 전역 사업체 표본조사 — 창원국가산단 아님,"고용노동부 사업체노동력조사(지역편), KOSIS",DT_118N_MONA49 / DT_118N_MONA59,반기,manufacturing_aggregate_halfyear,FLOW_INTERPRETATION,입직-이직이며 KICOX 고용 증감과 같은 개념이 아니다. 모집단·정의·빈도가 모두 다르다.
202502,경상남도 창원시,IND201700,전산업,1398.0,0.4,2.5,8854.0,2.5,8997.0,373763.0,143.0,370776.0,10265.0,11263.0,0.8056076984486626,-12.352654651729178,-21.38861759744295,2025Q3|2025Q4,해당없음(제조업 총계),D,경상남도 창원시,창원시 전역 사업체 표본조사 — 창원국가산단 아님,"고용노동부 사업체노동력조사(지역편), KOSIS",DT_118N_MONA49 / DT_118N_MONA59,반기,manufacturing_aggregate_halfyear,FLOW_INTERPRETATION,입직-이직이며 KICOX 고용 증감과 같은 개념이 아니다. 모집단·정의·빈도가 모두 다르다.
202601,경상남도 창원시,IND201700,전산업,1603.0,0.4,4.4,15793.0,3.9,14156.0,377774.0,-1637.0,371187.0,12469.0,12168.0,1.7745772346553057,13.529553292164564,29.79125575279422,2026Q1|2026Q2,해당없음(제조업 총계),D,경상남도 창원시,창원시 전역 사업체 표본조사 — 창원국가산단 아님,"고용노동부 사업체노동력조사(지역편), KOSIS",DT_118N_MONA49 / DT_118N_MONA59,반기,manufacturing_aggregate_halfyear,FLOW_INTERPRETATION,입직-이직이며 KICOX 고용 증감과 같은 개념이 아니다. 모집단·정의·빈도가 모두 다르다.
201801,경상남도 창원시,IND201701,광업.제조업(BC),528.0,0.4,2.9,3509.0,2.5,3046.0,120562.0,-463.0,,,,,,,2018Q1|2018Q2,해당없음(제조업 총계),D,경상남도 창원시,창원시 전역 사업체 표본조사 — 창원국가산단 아님,"고용노동부 사업체노동력조사(지역편), KOSIS",DT_118N_MONA49 / DT_118N_MONA59,반기,manufacturing_aggregate_halfyear,FLOW_INTERPRETATION,입직-이직이며 KICOX 고용 증감과 같은 개념이 아니다. 모집단·정의·빈도가 모두 다르다.
201802,경상남도 창원시,IND201701,광업.제조업(BC),297.0,0.2,1.9,2282.0,2.2,2565.0,118983.0,283.0,,,,,,,2018Q3|2018Q4,해당없음(제조업 총계),D,경상남도 창원시,창원시 전역 사업체 표본조사 — 창원국가산단 아님,"고용노동부 사업체노동력조사(지역편), KOSIS",DT_118N_MONA49 / DT_118N_MONA59,반기,manufacturing_aggregate_halfyear,FLOW_INTERPRETATION,입직-이직이며 KICOX 고용 증감과 같은 개념이 아니다. 모집단·정의·빈도가 모두 다르다.
201901,경상남도 창원시,IND201701,광업.제조업(BC),455.0,0.4,2.8,3332.0,3.2,3796.0,117608.0,464.0,120562.0,3046.0,3509.0,-2.450191602660867,24.62245567957977,-5.04417212881163,2019Q1|2019Q2,해당없음(제조업 총계),D,경상남도 창원시,창원시 전역 사업체 표본조사 — 창원국가산단 아님,"고용노동부 사업체노동력조사(지역편), KOSIS",DT_118N_MONA49 / DT_118N_MONA59,반기,manufacturing_aggregate_halfyear,FLOW_INTERPRETATION,입직-이직이며 KICOX 고용 증감과 같은 개념이 아니다. 모집단·정의·빈도가 모두 다르다.
201902,경상남도 창원시,IND201701,광업.제조업(BC),502.0,0.4,2.0,2283.0,2.2,2525.0,116257.0,242.0,118983.0,2565.0,2282.0,-2.2910836001781787,-1.5594541910331383,0.04382120946537782,2019Q3|2019Q4,해당없음(제조업 총계),D,경상남도 창원시,창원시 전역 사업체 표본조사 — 창원국가산단 아님,"고용노동부 사업체노동력조사(지역편), KOSIS",DT_118N_MONA49 / DT_118N_MONA59,반기,manufacturing_aggregate_halfyear,FLOW_INTERPRETATION,입직-이직이며 KICOX 고용 증감과 같은 개념이 아니다. 모집단·정의·빈도가 모두 다르다.
202001,경상남도 창원시,IND201701,광업.제조업(BC),215.0,0.2,3.0,3514.0,1.7,1985.0,114941.0,-1529.0,117608.0,3796.0,3332.0,-2.267702877355282,-47.70811380400421,5.462184873949583,2020Q1|2020Q2,해당없음(제조업 총계),D,경상남도 창원시,창원시 전역 사업체 표본조사 — 창원국가산단 아님,"고용노동부 사업체노동력조사(지역편), KOSIS",DT_118N_MONA49 / DT_118N_MONA59,반기,manufacturing_aggregate_halfyear,FLOW_INTERPRETATION,입직-이직이며 KICOX 고용 증감과 같은 개념이 아니다. 모집단·정의·빈도가 모두 다르다.
202002,경상남도 창원시,IND201701,광업.제조업(BC),633.0,0.6,2.3,2586.0,2.1,2363.0,113497.0,-223.0,116257.0,2525.0,2283.0,-2.37405059480289,-6.415841584158411,13.272010512483568,2020Q3|2020Q4,해당없음(제조업 총계),D,경상남도 창원시,창원시 전역 사업체 표본조사 — 창원국가산단 아님,"고용노동부 사업체노동력조사(지역편), KOSIS",DT_118N_MONA49 / DT_118N_MONA59,반기,manufacturing_aggregate_halfyear,FLOW_INTERPRETATION,입직-이직이며 KICOX 고용 증감과 같은 개념이 아니다. 모집단·정의·빈도가 모두 다르다.
202101,경상남도 창원시,IND201701,광업.제조업(BC),702.0,0.6,2.9,3256.0,3.2,3585.0,112982.0,329.0,114941.0,1985.0,3514.0,-1.7043526678904852,80.60453400503778,-7.3420603301081355,2021Q1|2021Q2,해당없음(제조업 총계),D,경상남도 창원시,창원시 전역 사업체 표본조사 — 창원국가산단 아님,"고용노동부 사업체노동력조사(지역편), KOSIS",DT_118N_MONA49 / DT_118N_MONA59,반기,manufacturing_aggregate_halfyear,FLOW_INTERPRETATION,입직-이직이며 KICOX 고용 증감과 같은 개념이 아니다. 모집단·정의·빈도가 모두 다르다.
202102,경상남도 창원시,IND201701,광업.제조업(BC),744.0,0.7,3.2,3619.0,3.7,4152.0,113625.0,533.0,113497.0,2363.0,2586.0,0.11277831132099347,75.70884468895471,39.945862335653516,2021Q3|2021Q4,해당없음(제조업 총계),D,경상남도 창원시,창원시 전역 사업체 표본조사 — 창원국가산단 아님,"고용노동부 사업체노동력조사(지역편), KOSIS",DT_118N_MONA49 / DT_118N_MONA59,반기,manufacturing_aggregate_halfyear,FLOW_INTERPRETATION,입직-이직이며 KICOX 고용 증감과 같은 개념이 아니다. 모집단·정의·빈도가 모두 다르다.
202201,경상남도 창원시,IND201701,광업.제조업(BC),592.0,0.5,2.6,2975.0,2.6,3011.0,114014.0,36.0,112982.0,3585.0,3256.0,0.9134198367881652,-16.011157601115755,-8.630221130221127,2022Q1|2022Q2,해당없음(제조업 총계),D,경상남도 창원시,창원시 전역 사업체 표본조사 — 창원국가산단 아님,"고용노동부 사업체노동력조사(지역편), KOSIS",DT_118N_MONA49 / DT_118N_MONA59,반기,manufacturing_aggregate_halfyear,FLOW_INTERPRETATION,입직-이직이며 KICOX 고용 증감과 같은 개념이 아니다. 모집단·정의·빈도가 모두 다르다.
202202,경상남도 창원시,IND201701,광업.제조업(BC),408.0,0.4,2.3,2617.0,1.8,2063.0,115700.0,-554.0,113625.0,4152.0,3619.0,1.826182618261818,-50.313102119460495,-27.687206410610663,2022Q3|2022Q4,해당없음(제조업 총계),D,경상남도 창원시,창원시 전역 사업체 표본조사 — 창원국가산단 아님,"고용노동부 사업체노동력조사(지역편), KOSIS",DT_118N_MONA49 / DT_118N_MONA59,반기,manufacturing_aggregate_halfyear,FLOW_INTERPRETATION,입직-이직이며 KICOX 고용 증감과 같은 개념이 아니다. 모집단·정의·빈도가 모두 다르다.
202301,경상남도 창원시,IND201701,광업.제조업(BC),713.0,0.6,2.4,2804.0,2.4,2721.0,115988.0,-83.0,114014.0,3011.0,2975.0,1.7313663234339582,-9.631351710395219,-5.747899159663861,2023Q1|2023Q2,해당없음(제조업 총계),D,경상남도 창원시,창원시 전역 사업체 표본조사 — 창원국가산단 아님,"고용노동부 사업체노동력조사(지역편), KOSIS",DT_118N_MONA49 / DT_118N_MONA59,반기,manufacturing_aggregate_halfyear,FLOW_INTERPRETATION,입직-이직이며 KICOX 고용 증감과 같은 개념이 아니다. 모집단·정의·빈도가 모두 다르다.
202302,경상남도 창원시,IND201701,광업.제조업(BC),635.0,0.5,1.8,2135.0,1.9,2200.0,116081.0,65.0,115700.0,2063.0,2617.0,0.32929991356958066,6.64081434803685,-18.418035918991215,2023Q3|2023Q4,해당없음(제조업 총계),D,경상남도 창원시,창원시 전역 사업체 표본조사 — 창원국가산단 아님,"고용노동부 사업체노동력조사(지역편), KOSIS",DT_118N_MONA49 / DT_118N_MONA59,반기,manufacturing_aggregate_halfyear,FLOW_INTERPRETATION,입직-이직이며 KICOX 고용 증감과 같은 개념이 아니다. 모집단·정의·빈도가 모두 다르다.
202401,경상남도 창원시,IND201701,광업.제조업(BC),466.0,0.4,2.1,2384.0,2.6,2954.0,115712.0,570.0,115988.0,2721.0,2804.0,-0.2379556505845426,8.563028298419706,-14.978601997146935,2024Q1|2024Q2,해당없음(제조업 총계),D,경상남도 창원시,창원시 전역 사업체 표본조사 — 창원국가산단 아님,"고용노동부 사업체노동력조사(지역편), KOSIS",DT_118N_MONA49 / DT_118N_MONA59,반기,manufacturing_aggregate_halfyear,FLOW_INTERPRETATION,입직-이직이며 KICOX 고용 증감과 같은 개념이 아니다. 모집단·정의·빈도가 모두 다르다.
202402,경상남도 창원시,IND201701,광업.제조업(BC),610.0,0.5,1.6,1817.0,1.7,1989.0,115300.0,172.0,116081.0,2200.0,2135.0,-0.6728060578389261,-9.590909090909093,-14.894613583138172,2024Q3|2024Q4,해당없음(제조업 총계),D,경상남도 창원시,창원시 전역 사업체 표본조사 — 창원국가산단 아님,"고용노동부 사업체노동력조사(지역편), KOSIS",DT_118N_MONA49 / DT_118N_MONA59,반기,manufacturing_aggregate_halfyear,FLOW_INTERPRETATION,입직-이직이며 KICOX 고용 증감과 같은 개념이 아니다. 모집단·정의·빈도가 모두 다르다.
202501,경상남도 창원시,IND201701,광업.제조업(BC),583.0,0.5,2.0,2319.0,2.2,2547.0,115166.0,228.0,115712.0,2954.0,2384.0,-0.47186117256636795,-13.777928232904536,-2.7265100671140963,2025Q1|2025Q2,해당없음(제조업 총계),D,경상남도 창원시,창원시 전역 사업체 표본조사 — 창원국가산단 아님,"고용노동부 사업체노동력조사(지역편), KOSIS",DT_118N_MONA49 / DT_118N_MONA59,반기,manufacturing_aggregate_halfyear,FLOW_INTERPRETATION,입직-이직이며 KICOX 고용 증감과 같은 개념이 아니다. 모집단·정의·빈도가 모두 다르다.
202502,경상남도 창원시,IND201701,광업.제조업(BC),518.0,0.4,1.2,1419.0,1.3,1482.0,115307.0,63.0,115300.0,1989.0,1817.0,0.006071118820472066,-25.49019607843137,-21.904237754540457,2025Q3|2025Q4,해당없음(제조업 총계),D,경상남도 창원시,창원시 전역 사업체 표본조사 — 창원국가산단 아님,"고용노동부 사업체노동력조사(지역편), KOSIS",DT_118N_MONA49 / DT_118N_MONA59,반기,manufacturing_aggregate_halfyear,FLOW_INTERPRETATION,입직-이직이며 KICOX 고용 증감과 같은 개념이 아니다. 모집단·정의·빈도가 모두 다르다.
202601,경상남도 창원시,IND201701,광업.제조업(BC),513.0,0.4,2.1,2481.0,2.2,2518.0,116666.0,37.0,115166.0,2547.0,2319.0,1.302467742215585,-1.1385944248135105,6.9857697283311815,2026Q1|2026Q2,해당없음(제조업 총계),D,경상남도 창원시,창원시 전역 사업체 표본조사 — 창원국가산단 아님,"고용노동부 사업체노동력조사(지역편), KOSIS",DT_118N_MONA49 / DT_118N_MONA59,반기,manufacturing_aggregate_halfyear,FLOW_INTERPRETATION,입직-이직이며 KICOX 고용 증감과 같은 개념이 아니다. 모집단·정의·빈도가 모두 다르다.
