quarter,quarter_end,complex_nm,complex_type,industry,production,employment,op_rate_official,op_rate_approx,firms_in,firms_op,production_yoy,employment_yoy,production_yoy_valid,employment_yoy_valid,quadrant_yoy_valid,review_required,classification_break,production_source,employment_source,op_rate_source,firms_in_source,firms_op_source,production_is_revised,employment_is_revised,op_rate_is_revised,firms_in_is_revised,firms_op_is_revised,production_masked,employment_masked,op_rate_masked,firms_in_masked,firms_op_masked,production_invalid_source,employment_invalid_source,op_rate_invalid_source,firms_in_invalid_source,firms_op_invalid_source,production_note,employment_note,op_rate_note,firms_in_note,firms_op_note,quarter_index,in_main_period,classification_event_recorded,classification_scope_verified,production_lag4,production_current_missing,production_lag4_missing,production_lag4_absent,production_current_zero,production_denominator_zero,production_classification_risk,production_yoy_computable,production_yoy_reason,employment_lag4,employment_current_missing,employment_lag4_missing,employment_lag4_absent,employment_current_zero,employment_denominator_zero,employment_classification_risk,employment_yoy_computable,employment_yoy_reason,firms_in_lag4,firms_in_current_missing,firms_in_lag4_missing,firms_in_lag4_absent,firms_in_current_zero,firms_in_denominator_zero,firms_in_classification_risk,firms_in_yoy,firms_in_yoy_computable,firms_in_yoy_valid,firms_in_yoy_reason,firms_op_lag4,firms_op_current_missing,firms_op_lag4_missing,firms_op_lag4_absent,firms_op_current_zero,firms_op_denominator_zero,firms_op_classification_risk,firms_op_yoy,firms_op_yoy_computable,firms_op_yoy_valid,firms_op_yoy_reason,missing_flag,classification_comparison_risk,analysis_exclusion_reason,op_rate_official_valid,op_rate_official_qoq_pp,op_rate_official_yoy_pp,production_share,employment_share,active_firm_ratio,threshold,valid_state,exact_zero,neutral,state,valid_four_state,previous_state,previous_valid_state,next_state,state_start_quarter,run_id,transition_type,run_length,run_total_length,valid_transition,valid_transition5,valid_previous_transition,run_left_censored,run_right_censored,transition_changed,recent4_S1_count,recent4_S2_count,recent4_S3_count,recent4_S4_count,recent4_N_count,recent4_valid_n,recent4_window_n
2024Q3,2024-09-30,창원,국가,기계,54672.122736750025,58477.0,77.87633742978133,,1546.0,1463.0,21.875871977682237,3.4515090400877524,True,True,True,False,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 분기공표,"보정본으로 대체(이전 무효: 업종별 117,705 != 단지 전체 120,217 (2.09%) + 원파일 중복 -> 업종별 무효)",보정본: 분기공표,보정본: 분기공표,보정본: 분기공표,218,True,False,False,44858.85667900002,False,False,False,False,False,False,True,valid,56526.0,False,False,False,False,False,False,True,valid,1525.0,False,False,False,False,False,False,1.3770491803278606,True,True,valid,1456.0,False,False,False,False,False,False,0.48076923076922906,True,True,valid,False,False,,True,-1.6577443913011365,,0.3738321565516282,0.5022416517795795,0.946313065976714,0.5,True,False,False,S1,True,S1,S1,INVALID,2024Q2,기계:2024Q2,,2,2,False,False,True,False,True,,2.0,1.0,0.0,0.0,0.0,3.0,4.0
2024Q4,2024-12-31,창원,국가,기계,52778.54172229284,55959.0,76.9252196840637,,1550.0,1469.0,,-0.9347283445748533,False,True,False,False,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 분기공표,보정본: 분기공표,보정본: 분기공표,보정본: 분기공표,보정본: 분기공표,219,True,False,False,,False,True,False,False,False,False,False,lag4_missing,56487.0,False,False,False,False,False,False,True,valid,1528.0,False,False,False,False,False,False,1.4397905759162333,True,True,valid,1459.0,False,False,False,False,False,False,0.6854009595613331,True,True,valid,False,False,lag4_missing;valid,True,-0.9511177457176245,,0.33358485412685873,0.488409237697907,0.947741935483871,0.5,False,False,False,INVALID,False,S1,S1,S1,,,,,,False,False,False,False,False,,2.0,1.0,0.0,0.0,0.0,3.0,4.0
2025Q1,2025-03-31,창원,국가,기계,58847.16777272728,60029.0,81.74595656889782,,1540.0,1462.0,15.94577716701846,6.583689920278402,True,True,True,False,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 분기공표,보정본: 분기공표,보정본: 분기공표,보정본: 분기공표,보정본: 분기공표,220,True,False,False,50754.041424,False,False,False,False,False,False,True,valid,56321.0,False,False,False,False,False,False,True,valid,1536.0,False,False,False,False,False,False,0.26041666666667407,True,True,valid,1469.0,False,False,False,False,False,False,-0.47651463580666853,True,True,valid,False,False,,True,4.820736884834119,,0.39184956654162295,0.5134633478744334,0.9493506493506494,0.5,True,False,False,S1,True,INVALID,S1,S1,2025Q1,기계:2025Q1,S1->S1,1,2,True,True,False,True,False,False,3.0,0.0,0.0,0.0,0.0,3.0,4.0
2025Q2,2025-06-30,창원,국가,기계,66747.17383,62763.0,85.50016256,,1535.0,1453.0,21.417558122001612,7.688480148244747,True,True,True,False,0,data_portal_quarterly,data_portal_quarterly,data_portal_quarterly,data_portal_quarterly,data_portal_quarterly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,분기공표,분기공표,분기공표,분기공표,분기공표,221,True,False,False,54973.24675475004,False,False,False,False,False,False,True,valid,58282.0,False,False,False,False,False,False,True,valid,1546.0,False,False,False,False,False,False,-0.7115135834411368,True,True,valid,1466.0,False,False,False,False,False,False,-0.8867667121418843,True,True,valid,False,False,,True,3.7542059911021823,5.96608073891754,0.4246096912712019,0.5267031436196102,0.9465798045602606,0.5,True,False,False,S1,True,S1,S1,N,2025Q1,기계:2025Q1,S1->N,2,2,False,True,True,True,False,True,3.0,0.0,0.0,0.0,0.0,3.0,4.0
2025Q3,2025-09-30,창원,국가,기계,54619.3335,60445.0,80.42348571,,1541.0,1454.0,-0.09655604009416452,3.3654257229338125,True,True,True,False,0,data_portal_quarterly,data_portal_quarterly,data_portal_quarterly,data_portal_quarterly,data_portal_quarterly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,분기공표,분기공표,분기공표,분기공표,분기공표,222,True,False,False,54672.122736750025,False,False,False,False,False,False,True,valid,58477.0,False,False,False,False,False,False,True,valid,1546.0,False,False,False,False,False,False,-0.3234152652005218,True,True,valid,1463.0,False,False,False,False,False,False,-0.6151742993848242,True,True,valid,False,False,,True,-5.076676850000013,2.5471482802186642,0.3666923385743652,0.5182451086304165,0.9435431537962362,0.5,True,False,True,N,False,S1,S1,S1,,,N->S1,,,False,True,False,False,False,True,2.0,0.0,0.0,0.0,1.0,3.0,4.0
2025Q4,2025-12-31,창원,국가,기계,54735.27441,59349.0,80.3061316,,1553.0,1457.0,3.7074398493292637,6.0580067549455885,True,True,True,False,0,data_portal_quarterly,data_portal_quarterly,data_portal_quarterly,data_portal_quarterly,data_portal_quarterly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,분기공표,분기공표,분기공표,분기공표,분기공표,223,True,False,False,52778.54172229284,False,False,False,False,False,False,True,valid,55959.0,False,False,False,False,False,False,True,valid,1550.0,False,False,False,False,False,False,0.1935483870967758,True,True,valid,1469.0,False,False,False,False,False,False,-0.8168822328114334,True,True,valid,False,False,,True,-0.11735410999999374,3.380911915936295,0.3570078416321556,0.5140800540507765,0.9381841596909208,0.5,True,False,False,S1,True,N,N,S4,2025Q4,기계:2025Q4,S1->S4,1,1,True,True,False,False,False,True,3.0,0.0,0.0,0.0,1.0,4.0,4.0
2026Q1,2026-03-31,창원,국가,기계,53182.39562121213,58888.0,81.20676732960955,,1559.0,1462.0,-9.626244330726308,-1.900747971813621,True,True,True,False,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 분기공표,보정본: 분기공표,보정본: 분기공표,보정본: 분기공표,보정본: 분기공표,224,True,False,False,58847.16777272728,False,False,False,False,False,False,True,valid,60029.0,False,False,False,False,False,False,True,valid,1540.0,False,False,False,False,False,False,1.2337662337662314,True,True,valid,1462.0,False,False,False,False,False,False,0.0,True,True,valid,False,False,,True,0.9006357296095473,-0.5391892392882767,0.339185395513911,0.5123145852364174,0.9377806286080821,0.5,True,False,False,S4,True,S1,S1,S4,2026Q1,기계:2026Q1,S4->S4,1,2,True,True,True,False,True,False,2.0,0.0,0.0,1.0,1.0,4.0,4.0
2026Q2,2026-06-30,창원,국가,기계,53699.86956060604,58784.0,80.61136243111459,,1556.0,1458.0,-19.547350877543444,-6.339722447939078,True,True,True,False,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 분기공표,보정본: 분기공표,보정본: 분기공표,보정본: 분기공표,보정본: 분기공표,225,True,False,False,66747.17383,False,False,False,False,False,False,True,valid,62763.0,False,False,False,False,False,False,True,valid,1535.0,False,False,False,False,False,False,1.3680781758957705,True,True,valid,1453.0,False,False,False,False,False,False,0.34411562284928365,True,True,valid,False,False,,True,-0.5954048984949623,-4.888800128885421,0.34028729158044757,0.5119219716102064,0.9370179948586118,0.5,True,False,False,S4,True,S4,S4,,2026Q1,기계:2026Q1,,2,2,False,False,True,False,True,,1.0,0.0,0.0,2.0,1.0,4.0,4.0
2022Q1,2022-03-31,창원,국가,기타,161.92000001,195.0,,77.52522324,25.0,24.0,-11.160152281717316,-1.5151515151515138,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값,208,True,False,False,182.26055556,False,False,False,False,False,False,True,valid,198.0,False,False,False,False,False,False,True,valid,27.0,False,False,False,False,False,False,-7.4074074074074066,True,True,valid,27.0,False,False,False,False,False,False,-11.111111111111116,True,True,valid,False,False,,False,,,0.001306247981974112,0.0016624891298787662,0.96,0.5,True,False,False,S4,True,,,S4,2022Q1,기타:2022Q1,S4->S4,1,7,True,True,False,True,True,False,0.0,0.0,0.0,1.0,0.0,1.0,1.0
2022Q2,2022-06-30,창원,국가,기타,130.69000001,194.0,,78.53378616,25.0,24.0,-20.411270345897215,-1.5228426395939132,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값,209,True,False,False,164.20666667,False,False,False,False,False,False,True,valid,197.0,False,False,False,False,False,False,True,valid,27.0,False,False,False,False,False,False,-7.4074074074074066,True,True,valid,27.0,False,False,False,False,False,False,-11.111111111111116,True,True,valid,False,False,,False,,,0.0010248239383239181,0.0016602765986580858,0.96,0.5,True,False,False,S4,True,S4,S4,S4,2022Q1,기타:2022Q1,S4->S4,2,7,True,True,True,True,True,False,0.0,0.0,0.0,2.0,0.0,2.0,2.0
2022Q3,2022-09-30,창원,국가,기타,132.36000001,194.0,,78.92982355,24.0,23.0,-13.014523864136596,-3.0000000000000027,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값,210,True,False,False,152.16333334,False,False,False,False,False,False,True,valid,200.0,False,False,False,False,False,False,True,valid,27.0,False,False,False,False,False,False,-11.111111111111116,True,True,valid,26.0,False,False,False,False,False,False,-11.538461538461542,True,True,valid,False,False,,False,,,0.0010614492701368468,0.001677054608010097,0.9583333333333334,0.5,True,False,False,S4,True,S4,S4,S4,2022Q1,기타:2022Q1,S4->S4,3,7,True,True,True,True,True,False,0.0,0.0,0.0,3.0,0.0,3.0,3.0
2022Q4,2022-12-31,창원,국가,기타,97.7825,158.0,,83.29490718526534,24.0,23.0,-38.65204843850605,-19.387755102040817,True,True,True,True,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 월별 3개월 합,보정본: 월별: 분기말 값,보정본: 월별 단순평균(근사),보정본: 월별: 분기말 값,보정본: 월별: 분기말 값,211,True,False,False,159.39000001,False,False,False,False,False,False,True,valid,196.0,False,False,False,False,False,False,True,valid,25.0,False,False,False,False,False,False,-4.0000000000000036,True,True,valid,24.0,False,False,False,False,False,False,-4.1666666666666625,True,True,valid,False,False,,False,,,0.0007800235634664496,0.001406532363597518,0.9583333333333334,0.5,True,False,False,S4,True,S4,S4,S4,2022Q1,기타:2022Q1,S4->S4,4,7,True,True,True,True,True,False,0.0,0.0,0.0,4.0,0.0,4.0,4.0
2023Q1,2023-03-31,창원,국가,기타,77.53250000000001,147.0,,67.40051724512638,24.0,22.0,-52.11678607015089,-24.615384615384617,True,True,True,True,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 월별 3개월 합,보정본: 월별: 분기말 값,보정본: 월별 단순평균(근사),보정본: 월별: 분기말 값,보정본: 월별: 분기말 값,212,True,False,False,161.92000001,False,False,False,False,False,False,True,valid,195.0,False,False,False,False,False,False,True,valid,25.0,False,False,False,False,False,False,-4.0000000000000036,True,True,valid,24.0,False,False,False,False,False,False,-8.333333333333337,True,True,valid,False,False,,False,,,0.0005900936998138425,0.0012926145106970446,0.9166666666666666,0.5,True,False,False,S4,True,S4,S4,S4,2022Q1,기타:2022Q1,S4->S4,5,7,True,True,True,True,True,False,0.0,0.0,0.0,4.0,0.0,4.0,4.0
2023Q2,2023-06-30,창원,국가,기타,78.78250000000001,158.0,,65.89548700385443,25.0,23.0,-39.718035049375,-18.556701030927837,True,True,True,True,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 월별 3개월 합,보정본: 월별: 분기말 값,보정본: 월별 단순평균(근사),보정본: 월별: 분기말 값,보정본: 월별: 분기말 값,213,True,False,False,130.69000001,False,False,False,False,False,False,True,valid,194.0,False,False,False,False,False,False,True,valid,25.0,False,False,False,False,False,False,0.0,True,True,valid,24.0,False,False,False,False,False,False,-4.1666666666666625,True,True,valid,False,False,,False,,,0.000561848304500997,0.0013937896965419902,0.92,0.5,True,False,False,S4,True,S4,S4,S4,2022Q1,기타:2022Q1,S4->S4,6,7,True,True,True,True,True,False,0.0,0.0,0.0,4.0,0.0,4.0,4.0
2023Q3,2023-09-30,창원,국가,기타,77.53250000000001,170.0,,59.62547824582316,26.0,23.0,-41.42301299928807,-12.371134020618557,True,True,True,True,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 월별 3개월 합,보정본: 월별: 분기말 값,보정본: 월별 단순평균(근사),보정본: 월별: 분기말 값,보정본: 월별: 분기말 값,214,True,False,False,132.36000001,False,False,False,False,False,False,True,valid,194.0,False,False,False,False,False,False,True,valid,24.0,False,False,False,False,False,False,8.333333333333325,True,True,valid,23.0,False,False,False,False,False,False,0.0,True,True,valid,False,False,,False,,,0.0005658242060841779,0.0014979557310023967,0.8846153846153846,0.5,True,False,False,S4,True,S4,S4,INVALID,2022Q1,기타:2022Q1,,7,7,False,False,True,True,True,,0.0,0.0,0.0,4.0,0.0,4.0,4.0
2023Q4,2023-12-31,창원,국가,기타,,170.0,,59.62547824582316,26.0,23.0,,7.594936708860756,False,True,False,False,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,보정본: 월별 비공개(X) 포함 -> 분기 결측,보정본: 월별: 분기말 값,보정본: 월별 단순평균(근사),보정본: 월별: 분기말 값,보정본: 월별: 분기말 값,215,True,False,False,97.7825,True,False,False,False,False,False,False,current_missing,158.0,False,False,False,False,False,False,True,valid,24.0,False,False,False,False,False,False,8.333333333333325,True,True,valid,23.0,False,False,False,False,False,False,0.0,True,True,valid,True,False,current_missing;valid,False,,,,0.0014976522099179816,0.8846153846153846,0.5,False,False,False,INVALID,False,S4,S4,S1,,,,,,False,False,False,False,False,,0.0,0.0,0.0,3.0,0.0,3.0,4.0
