quarter,quarter_end,complex_nm,complex_type,industry,production,employment,op_rate_official,op_rate_approx,firms_in,firms_op,production_yoy,employment_yoy,production_yoy_valid,employment_yoy_valid,quadrant_yoy_valid,review_required,classification_break,production_source,employment_source,op_rate_source,firms_in_source,firms_op_source,production_is_revised,employment_is_revised,op_rate_is_revised,firms_in_is_revised,firms_op_is_revised,production_masked,employment_masked,op_rate_masked,firms_in_masked,firms_op_masked,production_invalid_source,employment_invalid_source,op_rate_invalid_source,firms_in_invalid_source,firms_op_invalid_source,production_note,employment_note,op_rate_note,firms_in_note,firms_op_note,quarter_index,in_main_period,classification_event_recorded,classification_scope_verified,production_lag4,production_current_missing,production_lag4_missing,production_lag4_absent,production_current_zero,production_denominator_zero,production_classification_risk,production_yoy_computable,production_yoy_reason,employment_lag4,employment_current_missing,employment_lag4_missing,employment_lag4_absent,employment_current_zero,employment_denominator_zero,employment_classification_risk,employment_yoy_computable,employment_yoy_reason,firms_in_lag4,firms_in_current_missing,firms_in_lag4_missing,firms_in_lag4_absent,firms_in_current_zero,firms_in_denominator_zero,firms_in_classification_risk,firms_in_yoy,firms_in_yoy_computable,firms_in_yoy_valid,firms_in_yoy_reason,firms_op_lag4,firms_op_current_missing,firms_op_lag4_missing,firms_op_lag4_absent,firms_op_current_zero,firms_op_denominator_zero,firms_op_classification_risk,firms_op_yoy,firms_op_yoy_computable,firms_op_yoy_valid,firms_op_yoy_reason,missing_flag,classification_comparison_risk,analysis_exclusion_reason,op_rate_official_valid,op_rate_official_qoq_pp,op_rate_official_yoy_pp,production_share,employment_share,active_firm_ratio,threshold,valid_state,exact_zero,neutral,state,valid_four_state,previous_state,previous_valid_state,next_state,state_start_quarter,run_id,transition_type,run_length,run_total_length,valid_transition,valid_transition5,valid_previous_transition,run_left_censored,run_right_censored,transition_changed,recent4_S1_count,recent4_S2_count,recent4_S3_count,recent4_S4_count,recent4_N_count,recent4_valid_n,recent4_window_n
2020Q3,2020-09-30,창원,국가,기계,34490.0,70727.0,,62.5,1558.0,1461.0,-3.575721993905334,-4.815288338604395,False,False,False,True,1,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값,202,False,True,False,35769.0,False,False,False,False,False,True,True,classification_comparison_risk,74305.0,False,False,False,False,False,True,True,classification_comparison_risk,1592.0,False,False,False,False,False,True,-2.1356783919597944,True,False,classification_comparison_risk,1475.0,False,False,False,False,False,True,-0.9491525423728775,True,False,classification_comparison_risk,False,True,classification_comparison_risk;classification_comparison_risk,False,,,0.33385927381493996,0.5839511880975577,0.9377406931964056,0,False,False,False,INVALID,False,S4,S4,INVALID,,,,,,False,False,False,False,False,,0.0,1.0,0.0,2.0,0.0,3.0,4.0
2020Q4,2020-12-31,창원,국가,기계,39733.0,65635.0,,76.3,1539.0,1447.0,-0.8682418103340694,-12.116383696641853,False,False,False,True,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값,203,False,False,False,40081.0,False,False,False,False,False,True,True,classification_comparison_risk,74684.0,False,False,False,False,False,True,True,classification_comparison_risk,1576.0,False,False,False,False,False,True,-2.347715736040612,True,False,classification_comparison_risk,1470.0,False,False,False,False,False,True,-1.56462585034014,True,False,classification_comparison_risk,False,True,classification_comparison_risk;classification_comparison_risk,False,,,0.3735989920264781,0.5559885134391068,0.940220922677063,0,False,False,False,INVALID,False,INVALID,S4,INVALID,,,,,,False,False,False,False,False,,0.0,1.0,0.0,1.0,0.0,2.0,4.0
2021Q1,2021-03-31,창원,국가,기계,39493.49277,65199.0,,76.46793236,1558.0,1473.0,0.717874043660105,-11.955112623561826,False,False,False,True,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값,204,False,False,False,39212.0,False,False,False,False,False,True,True,classification_comparison_risk,74052.0,False,False,False,False,False,True,True,classification_comparison_risk,1577.0,False,False,False,False,False,True,-1.2048192771084376,True,False,classification_comparison_risk,1475.0,False,False,False,False,False,True,-0.1355932203389809,True,False,classification_comparison_risk,False,True,classification_comparison_risk;classification_comparison_risk,False,,,0.37317743704541295,0.5571897379800708,0.9454428754813864,0,False,False,False,INVALID,False,INVALID,S4,INVALID,,,,,,False,False,False,False,False,,0.0,0.0,0.0,1.0,0.0,1.0,4.0
2021Q2,2021-06-30,창원,국가,기계,43263.61685,64728.0,,78.6214481,1529.0,1461.0,20.41754856936093,-9.791788611087881,False,False,False,True,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값,205,False,False,False,35928.0,False,False,False,False,False,True,True,classification_comparison_risk,71754.0,False,False,False,False,False,True,True,classification_comparison_risk,1553.0,False,False,False,False,False,True,-1.5453960077269846,True,False,classification_comparison_risk,1456.0,False,False,False,False,False,True,0.3434065934065922,True,False,classification_comparison_risk,False,True,classification_comparison_risk;classification_comparison_risk,False,,,0.382597267165999,0.5536187755520964,0.9555264879005886,0,False,False,False,INVALID,False,INVALID,S4,INVALID,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2021Q3,2021-09-30,창원,국가,기계,41697.10204,64112.0,,73.0787431,1521.0,1458.0,20.896207712380388,-9.35286382852376,False,True,False,True,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값,206,False,False,False,34490.0,False,False,False,False,False,True,True,classification_comparison_risk,70727.0,False,False,False,False,False,False,True,valid,1558.0,False,False,False,False,False,False,-2.3748395378690668,True,True,valid,1461.0,False,False,False,False,False,False,-0.2053388090349051,True,True,valid,False,True,classification_comparison_risk;valid,False,,,0.36995002642382196,0.5529518306093406,0.9585798816568047,0,False,False,False,INVALID,False,INVALID,S4,S2,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2021Q4,2021-12-31,창원,국가,기계,47110.82155,63534.0,,84.31408647,1510.0,1461.0,18.5684986031762,-3.201036032604554,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값,207,False,False,False,39733.0,False,False,False,False,False,False,True,valid,65635.0,False,False,False,False,False,False,True,valid,1539.0,False,False,False,False,False,False,-1.8843404808317143,True,True,valid,1447.0,False,False,False,False,False,False,0.9675190048376026,True,True,valid,False,False,,False,,,0.38345653703684485,0.5490606149644814,0.9675496688741722,0,True,False,False,S2,True,INVALID,S4,S2,2021Q4,기계:2021Q4,S2->S2,1,4,True,True,False,True,False,False,0.0,1.0,0.0,0.0,0.0,1.0,4.0
2022Q1,2022-03-31,창원,국가,기계,45395.66533,62805.0,,77.73051687,1511.0,1455.0,14.944670997758426,-3.6718354575990375,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값,208,True,False,False,39493.49277,False,False,False,False,False,False,True,valid,65199.0,False,False,False,False,False,False,True,valid,1558.0,False,False,False,False,False,False,-3.0166880616174563,True,True,valid,1473.0,False,False,False,False,False,False,-1.2219959266802416,True,True,valid,False,False,,False,,,0.36621786205547485,0.5354493836001841,0.9629384513567174,0,True,False,False,S2,True,S2,S2,S2,2021Q4,기계:2021Q4,S2->S2,2,4,True,True,True,True,False,False,0.0,2.0,0.0,0.0,0.0,2.0,4.0
2022Q2,2022-06-30,창원,국가,기계,46598.71267,62203.0,,80.90615908,1522.0,1457.0,7.70877717312255,-3.9009393152885874,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값,209,True,False,False,43263.61685,False,False,False,False,False,False,True,valid,64728.0,False,False,False,False,False,False,True,valid,1529.0,False,False,False,False,False,False,-0.457815565729236,True,True,valid,1461.0,False,False,False,False,False,False,-0.2737850787132068,True,True,valid,False,False,,False,,,0.3654103315910931,0.5323411611666439,0.9572930354796321,0,True,False,False,S2,True,S2,S2,S2,2021Q4,기계:2021Q4,S2->S2,3,4,True,True,True,True,False,False,0.0,3.0,0.0,0.0,0.0,3.0,4.0
2022Q3,2022-09-30,창원,국가,기계,45784.71976,61680.0,,76.31102524,1512.0,1444.0,9.803121847841489,-3.7933616171699547,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값,210,True,False,False,41697.10204,False,False,False,False,False,False,True,valid,64112.0,False,False,False,False,False,False,True,valid,1521.0,False,False,False,False,False,False,-0.591715976331364,True,True,valid,1458.0,False,False,False,False,False,False,-0.9602194787380003,True,True,valid,False,False,,False,,,0.36716649568601095,0.5331996300106329,0.955026455026455,0,True,False,False,S2,True,S2,S2,S4,2021Q4,기계:2021Q4,S2->S4,4,4,True,True,True,True,False,True,0.0,4.0,0.0,0.0,0.0,4.0,4.0
2022Q4,2022-12-31,창원,국가,기계,43131.31384666667,60589.0,,77.9403692296882,1521.0,1455.0,-8.447120157116705,-4.635313375515471,True,True,True,False,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 월별 3개월 합,보정본: 월별: 분기말 값,보정본: 월별 단순평균(근사),보정본: 월별: 분기말 값,보정본: 월별: 분기말 값,211,True,False,False,47110.82155,False,False,False,False,False,False,True,valid,63534.0,False,False,False,False,False,False,True,valid,1510.0,False,False,False,False,False,False,0.7284768211920589,True,True,valid,1461.0,False,False,False,False,False,False,-0.4106776180698102,True,True,valid,False,False,,False,,,0.34406403112690676,0.5393695530253799,0.9566074950690335,0,True,False,False,S4,True,S2,S2,S4,2022Q4,기계:2022Q4,S4->S4,1,2,True,True,True,False,False,False,0.0,3.0,0.0,1.0,0.0,4.0,4.0
2023Q1,2023-03-31,창원,국가,기계,43783.11930276925,56683.0,,75.82136824877699,1525.0,1455.0,-3.5522026508665205,-9.747631557996971,True,True,True,False,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 월별 3개월 합,보정본: 월별: 분기말 값,보정본: 월별 단순평균(근사),보정본: 월별: 분기말 값,보정본: 월별: 분기말 값,212,True,False,False,45395.66533,False,False,False,False,False,False,True,valid,62805.0,False,False,False,False,False,False,True,valid,1511.0,False,False,False,False,False,False,0.9265387160820593,True,True,valid,1455.0,False,False,False,False,False,False,0.0,True,True,valid,False,False,,False,,,0.33322984372697856,0.49843039666558214,0.9540983606557377,0,True,False,False,S4,True,S4,S4,S2,2022Q4,기계:2022Q4,S4->S2,2,2,True,True,True,False,False,True,0.0,2.0,0.0,2.0,0.0,4.0,4.0
2023Q2,2023-06-30,창원,국가,기계,46779.95319025642,56736.0,,78.0547293009608,1530.0,1460.0,0.3889388995355292,-8.788965162451968,True,True,True,False,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 월별 3개월 합,보정본: 월별: 분기말 값,보정본: 월별 단순평균(근사),보정본: 월별: 분기말 값,보정본: 월별: 분기말 값,213,True,False,False,46598.71267,False,False,False,False,False,False,True,valid,62203.0,False,False,False,False,False,False,True,valid,1522.0,False,False,False,False,False,False,0.5256241787122251,True,True,valid,1457.0,False,False,False,False,False,False,0.20590253946466408,True,True,valid,False,False,,False,,,0.3336177118596334,0.5004940014114326,0.954248366013072,0,True,False,False,S2,True,S4,S4,S4,2023Q2,기계:2023Q2,S2->S4,1,1,True,True,True,False,False,True,0.0,2.0,0.0,2.0,0.0,4.0,4.0
2023Q3,2023-09-30,창원,국가,기계,44858.85667900002,56526.0,,75.99927126026344,1525.0,1456.0,-2.0222097805846273,-8.356031128404673,True,True,True,False,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 월별 3개월 합,보정본: 월별: 분기말 값,보정본: 월별 단순평균(근사),보정본: 월별: 분기말 값,보정본: 월별: 분기말 값,214,True,False,False,45784.71976,False,False,False,False,False,False,True,valid,61680.0,False,False,False,False,False,False,True,valid,1512.0,False,False,False,False,False,False,0.8597883597883493,True,True,valid,1444.0,False,False,False,False,False,False,0.8310249307479145,True,True,valid,False,False,,False,,,0.3273753195916435,0.49807909206259693,0.9547540983606557,0,True,False,False,S4,True,S2,S2,INVALID,2023Q3,기계:2023Q3,,1,1,False,False,True,False,True,,0.0,1.0,0.0,3.0,0.0,4.0,4.0
2023Q4,2023-12-31,창원,국가,기계,,56487.0,,78.86420553665049,1528.0,1459.0,,-6.770205812936336,False,True,False,False,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,보정본: 월별 비공개(X) 포함 -> 분기 결측,보정본: 월별: 분기말 값,보정본: 월별 단순평균(근사),보정본: 월별: 분기말 값,보정본: 월별: 분기말 값,215,True,False,False,43131.31384666667,True,False,False,False,False,False,False,current_missing,60589.0,False,False,False,False,False,False,True,valid,1521.0,False,False,False,False,False,False,0.460223537146609,True,True,valid,1455.0,False,False,False,False,False,False,0.27491408934707806,True,True,valid,True,False,current_missing;valid,False,,,,0.4976345904802178,0.9548429319371727,0,False,False,False,INVALID,False,S4,S4,S2,,,,,,False,False,False,False,False,,0.0,1.0,0.0,2.0,0.0,3.0,4.0
2024Q1,2024-03-31,창원,국가,기계,50754.041424,56321.0,,76.30885327240794,1536.0,1469.0,15.921483512916002,-0.6386394509817706,True,True,True,False,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 월별 3개월 합,보정본: 월별: 분기말 값,보정본: 월별 단순평균(근사),보정본: 월별: 분기말 값,보정본: 월별: 분기말 값,216,True,False,False,43783.11930276925,False,False,False,False,False,False,True,valid,56683.0,False,False,False,False,False,False,True,valid,1525.0,False,False,False,False,False,False,0.721311475409836,True,True,valid,1455.0,False,False,False,False,False,False,0.9621993127147732,True,True,valid,False,False,,False,,,0.3614913318034981,0.49407853182679484,0.9563802083333334,0,True,False,False,S2,True,INVALID,S4,S1,2024Q1,기계:2024Q1,S2->S1,1,1,True,True,False,True,False,True,0.0,2.0,0.0,1.0,0.0,3.0,4.0
2024Q2,2024-06-30,창원,국가,기계,54973.24675475004,58282.0,79.53408182108247,,1546.0,1466.0,17.514539895264726,2.7249012972363262,True,True,True,False,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 분기공표,보정본: 분기공표,보정본: 분기공표,보정본: 분기공표,보정본: 분기공표,217,True,False,False,46779.95319025642,False,False,False,False,False,False,True,valid,56736.0,False,False,False,False,False,False,True,valid,1530.0,False,False,False,False,False,False,1.0457516339869244,True,True,valid,1460.0,False,False,False,False,False,False,0.4109589041095818,True,True,valid,False,False,,True,,,0.37249071878655765,0.5011393047231705,0.9482535575679172,0,True,False,False,S1,True,S2,S2,S1,2024Q2,기계:2024Q2,S1->S1,1,2,True,True,True,False,True,False,1.0,1.0,0.0,1.0,0.0,3.0,4.0
